Time measurement,Extension,Primary load measurement
"13.00000","0.0008","5.9620"
"13.20000","0.0009","6.0680"
"13.40000","0.0010","6.1762"
"13.60000","0.0010","6.2840"
"13.80000","0.0011","6.3898"
"14.00000","0.0012","6.4914"
"14.20000","0.0012","6.5959"
"14.40000","0.0013","6.7024"
"14.60000","0.0014","6.8054"
"14.80000","0.0014","6.9004"
"15.00000","0.0015","6.9814"
"15.20000","0.0016","7.0528"
"15.40000","0.0016","7.1255"
"15.60000","0.0017","7.2042"
"15.80000","0.0018","7.2833"
"16.00000","0.0018","7.3592"
"16.20000","0.0019","7.4332"
"16.40000","0.0020","7.5075"
"16.60000","0.0020","7.5859"
"16.80000","0.0021","7.6668"
"17.00000","0.0022","7.7418"
"17.20000","0.0022","7.8152"
"17.40000","0.0023","7.8883"
"17.60000","0.0024","7.9666"
"17.80000","0.0024","8.0470"
"18.00000","0.0025","8.1237"
"18.20000","0.0026","8.1969"
"18.40000","0.0026","8.2644"
"18.60000","0.0027","8.3360"
"18.80000","0.0028","8.4142"
"19.00000","0.0028","8.4950"
"19.20000","0.0029","8.5685"
"19.40000","0.0030","8.6401"
"19.60000","0.0030","8.7136"
"19.80000","0.0031","8.7888"
"20.00000","0.0032","8.8616"
"20.20000","0.0032","8.9285"
"20.40000","0.0033","8.9934"
"20.60000","0.0034","9.0584"
"20.80000","0.0034","9.1277"
"21.00000","0.0035","9.1992"
"21.20000","0.0036","9.2669"
"21.40000","0.0036","9.3264"
"21.60000","0.0037","9.3848"
"21.80000","0.0038","9.4463"
"22.00000","0.0038","9.5142"
"22.20000","0.0039","9.5815"
"22.40000","0.0040","9.6437"
"22.60000","0.0040","9.7019"
"22.80000","0.0041","9.7619"
"23.00000","0.0042","9.8245"
"23.20000","0.0042","9.8858"
"23.40000","0.0043","9.9441"
"23.60000","0.0044","9.9974"
"23.80000","0.0044","10.0537"
"24.00000","0.0045","10.1130"
"24.20000","0.0046","10.1758"
"24.40000","0.0046","10.2355"
"24.60000","0.0047","10.2885"
"24.80000","0.0048","10.3392"
"25.00000","0.0048","10.3910"
"25.20000","0.0049","10.4506"
"25.40000","0.0050","10.5050"
"25.60000","0.0050","10.5542"
"25.80000","0.0051","10.6006"
"26.00000","0.0052","10.6528"
"26.20000","0.0052","10.7071"
"26.40000","0.0053","10.7579"
"26.60000","0.0054","10.8067"
"26.80000","0.0054","10.8534"
"27.00000","0.0055","10.9008"
"27.20000","0.0056","10.9514"
"27.40000","0.0056","11.0020"
"27.60000","0.0057","11.0532"
"27.80000","0.0058","11.0937"
"28.00000","0.0058","11.1317"
"28.20000","0.0059","11.1758"
"28.40000","0.0060","11.2265"
"28.60000","0.0060","11.2777"
"28.80000","0.0061","11.3205"
"29.00000","0.0062","11.3613"
"29.20000","0.0062","11.4083"
"29.40000","0.0063","11.4550"
"29.60000","0.0064","11.5009"
"29.80000","0.0064","11.5399"
"30.00000","0.0065","11.5788"
"30.20000","0.0066","11.6204"
"30.40000","0.0066","11.6652"
"30.60000","0.0067","11.7099"
"30.80000","0.0068","11.7513"
"31.00000","0.0068","11.7888"
"31.20000","0.0069","11.8235"
"31.40000","0.0070","11.8663"
"31.60000","0.0070","11.9141"
"31.80000","0.0071","11.9584"
"32.00000","0.0072","11.9992"
"32.20000","0.0072","12.0359"
"32.40000","0.0073","12.0772"
"32.60000","0.0074","12.1193"
"32.80000","0.0074","12.1592"
"33.00000","0.0075","12.1966"
"33.20000","0.0076","12.2306"
"33.40000","0.0076","12.2683"
"33.60000","0.0077","12.3081"
"33.80000","0.0078","12.3521"
"34.00000","0.0078","12.3918"
"34.20000","0.0079","12.4219"
"34.40000","0.0080","12.4538"
"34.60000","0.0080","12.4918"
"34.80000","0.0081","12.5349"
"35.00000","0.0082","12.5735"
"35.20000","0.0082","12.6065"
"35.40000","0.0083","12.6383"
"35.60000","0.0084","12.6740"
"35.80000","0.0084","12.7106"
"36.00000","0.0085","12.7450"
"36.20000","0.0086","12.7774"
"36.40000","0.0086","12.8078"
"36.60000","0.0087","12.8426"
"36.80000","0.0088","12.8816"
"37.00000","0.0088","12.9183"
"37.20000","0.0089","12.9526"
"37.40000","0.0090","12.9801"
"37.60000","0.0090","13.0068"
"37.80000","0.0091","13.0421"
"38.00000","0.0092","13.0811"
"38.20000","0.0092","13.1127"
"38.40000","0.0093","13.1399"
"38.60000","0.0094","13.1668"
"38.80000","0.0094","13.1997"
"39.00000","0.0095","13.2315"
"39.20000","0.0096","13.2617"
"39.40000","0.0096","13.2885"
"39.60000","0.0097","13.3155"
"39.80000","0.0098","13.3471"
"40.00000","0.0098","13.3793"
"40.20000","0.0099","13.4135"
"40.40000","0.0100","13.4398"
"40.51700","0.0100","13.4521"
"40.51800","0.0100","13.4522"
"40.51900","0.0100","13.4523"
"40.71900","0.0100","13.3661"
"40.91900","0.0100","13.2553"
"41.11900","0.0099","13.1487"
"41.31900","0.0099","13.0060"
"41.51900","0.0098","12.8204"
"41.71900","0.0097","12.6037"
"41.91900","0.0097","12.3867"
"42.11900","0.0096","12.1771"
"42.31900","0.0095","11.9700"
"42.51900","0.0094","11.7717"
"42.71900","0.0094","11.5817"
"42.91900","0.0093","11.3960"
"43.11900","0.0092","11.2111"
"43.31900","0.0092","11.0233"
"43.51900","0.0091","10.8308"
"43.71900","0.0090","10.6473"
"43.91900","0.0090","10.4657"
"44.11900","0.0089","10.2821"
"44.31900","0.0088","10.1009"
"44.51900","0.0088","9.9202"
"44.71900","0.0087","9.7436"
"44.91900","0.0086","9.5702"
"45.11900","0.0086","9.3955"
"45.31900","0.0085","9.2148"
"45.51900","0.0084","9.0289"
"45.71900","0.0084","8.8453"
"45.91900","0.0083","8.6679"
"46.11900","0.0082","8.4944"
"46.31900","0.0082","8.3238"
"46.51900","0.0081","8.1457"
"46.71900","0.0080","7.9683"
"46.91900","0.0080","7.7943"
"47.11900","0.0079","7.6225"
"47.31900","0.0078","7.4489"
"47.51900","0.0078","7.2721"
"47.71900","0.0077","7.1015"
"47.91900","0.0076","6.9331"
"48.11900","0.0076","6.7696"
"48.31900","0.0075","6.6049"
"48.51900","0.0074","6.4353"
"48.71900","0.0074","6.2643"
"48.91900","0.0073","6.0961"
"49.11900","0.0072","5.9372"
"49.31900","0.0072","5.7831"
"49.51900","0.0071","5.6290"
"49.71900","0.0070","5.4733"
"49.91900","0.0070","5.3137"
"50.11900","0.0069","5.1615"
"50.31900","0.0068","5.0112"
"50.51900","0.0068","4.8586"
"50.71900","0.0067","4.7047"
"50.91900","0.0066","4.5547"
"51.11900","0.0066","4.4089"
"51.31900","0.0065","4.2675"
"51.51900","0.0064","4.1262"
"51.71900","0.0064","3.9843"
"51.91900","0.0063","3.8425"
"52.11900","0.0062","3.7050"
"52.31900","0.0062","3.5764"
"52.51900","0.0061","3.4511"
"52.71900","0.0060","3.3245"
"52.91900","0.0060","3.1968"
"53.11900","0.0059","3.0730"
"53.31900","0.0058","2.9653"
"53.51900","0.0058","2.8698"
"53.71900","0.0057","2.7556"
"53.91900","0.0056","2.6462"
"54.11900","0.0056","2.5478"
"54.31900","0.0055","2.4541"
"54.51900","0.0054","2.3608"
"54.71900","0.0054","2.2676"
"54.91900","0.0053","2.1730"
"55.11900","0.0052","2.0749"
"55.31900","0.0052","1.9797"
"55.51900","0.0051","1.8857"
"55.71900","0.0050","1.7911"
"55.91900","0.0050","1.6951"
"56.11900","0.0049","1.5908"
"56.31900","0.0048","1.4886"
"56.51900","0.0048","1.3930"
"56.71900","0.0047","1.2957"
"56.91900","0.0046","1.1978"
"57.11900","0.0046","1.0999"
"57.31900","0.0045","1.0044"
"57.51900","0.0044","0.9071"
"57.71900","0.0044","0.8098"
"57.91900","0.0043","0.7084"
"58.11900","0.0042","0.6030"
"58.31900","0.0042","0.4958"
"58.51900","0.0041","0.3940"
"58.71900","0.0040","0.2958"
"58.91900","0.0040","0.1986"
"59.11900","0.0039","0.0974"
"59.30900","0.0038","-0.0005"
"59.31000","0.0038","-0.0010"
"59.31100","0.0038","-0.0015"
"59.51100","0.0038","0.0353"
"59.71100","0.0039","0.1321"
"59.91100","0.0039","0.2365"
"60.11100","0.0040","0.3898"
"60.31100","0.0041","0.5872"
"60.51100","0.0041","0.8034"
"60.71100","0.0042","1.0129"
"60.91100","0.0043","1.2095"
"61.11100","0.0044","1.3929"
"61.31100","0.0044","1.5751"
"61.51100","0.0045","1.7600"
"61.71100","0.0046","1.9456"
"61.91100","0.0046","2.1301"
"62.11100","0.0047","2.3062"
"62.31100","0.0048","2.4753"
"62.51100","0.0048","2.6405"
"62.71100","0.0049","2.8112"
"62.91100","0.0050","2.9769"
"63.11100","0.0050","3.1359"
"63.31100","0.0051","3.2922"
"63.51100","0.0052","3.4495"
"63.71100","0.0052","3.6070"
"63.91100","0.0053","3.7631"
"64.11100","0.0054","3.9170"
"64.31100","0.0054","4.0647"
"64.51100","0.0055","4.2158"
"64.71100","0.0056","4.3699"
"64.91100","0.0056","4.5288"
"65.11100","0.0057","4.6858"
"65.31100","0.0058","4.8338"
"65.51100","0.0058","4.9757"
"65.71100","0.0059","5.1192"
"65.91100","0.0060","5.2719"
"66.11100","0.0060","5.4264"
"66.31100","0.0061","5.5769"
"66.51100","0.0062","5.7265"
"66.71100","0.0062","5.8820"
"66.91100","0.0063","6.0396"
"67.11100","0.0064","6.1997"
"67.31100","0.0064","6.3549"
"67.51100","0.0065","6.5057"
"67.71100","0.0066","6.6559"
"67.91100","0.0066","6.8131"
"68.11100","0.0067","6.9687"
"68.31100","0.0068","7.1242"
"68.51100","0.0068","7.2741"
"68.71100","0.0069","7.4201"
"68.91100","0.0070","7.5705"
"69.11100","0.0070","7.7274"
"69.31100","0.0071","7.8852"
"69.51100","0.0072","8.0375"
"69.71100","0.0072","8.1876"
"69.91100","0.0073","8.3413"
"70.11100","0.0074","8.4955"
"70.31100","0.0074","8.6470"
"70.51100","0.0075","8.7951"
"70.71100","0.0076","8.9378"
"70.91100","0.0076","9.0832"
"71.11100","0.0077","9.2315"
"71.31100","0.0078","9.3836"
"71.51100","0.0078","9.5340"
"71.71100","0.0079","9.6783"
"71.91100","0.0080","9.8154"
"72.11100","0.0080","9.9577"
"72.31100","0.0081","10.1061"
"72.51100","0.0082","10.2531"
"72.71100","0.0082","10.3844"
"72.91100","0.0083","10.5032"
"73.11100","0.0084","10.6365"
"73.31100","0.0084","10.7753"
"73.51100","0.0085","10.9097"
"73.71100","0.0086","11.0405"
"73.91100","0.0086","11.1629"
"74.11100","0.0087","11.2864"
"74.31100","0.0088","11.4134"
"74.51100","0.0088","11.5418"
"74.71100","0.0089","11.6699"
"74.91100","0.0090","11.7919"
"75.11100","0.0090","11.9081"
"75.31100","0.0091","12.0286"
"75.51100","0.0092","12.1536"
"75.71100","0.0092","12.2718"
"75.91100","0.0093","12.3823"
"76.11100","0.0094","12.4929"
"76.31100","0.0094","12.6057"
"76.51100","0.0095","12.7186"
"76.71100","0.0096","12.8275"
"76.91100","0.0096","12.9303"
"77.11100","0.0097","13.0290"
"77.31100","0.0098","13.1272"
"77.51100","0.0098","13.2242"
"77.71100","0.0099","13.3196"
"77.91100","0.0100","13.4068"
"78.11100","0.0100","13.4716"
"78.31100","0.0101","13.5289"
"78.51100","0.0101","13.5829"
"78.71100","0.0102","13.6334"
"78.91100","0.0103","13.6731"
"79.11100","0.0104","13.7013"
"79.31100","0.0104","13.7249"
"79.51100","0.0105","13.7483"
"79.71100","0.0106","13.7703"
"79.91100","0.0106","13.7930"
"80.11100","0.0107","13.8089"
"80.31100","0.0108","13.8230"
"80.51100","0.0108","13.8426"
"80.71100","0.0109","13.8670"
"80.91100","0.0110","13.8900"
"81.11100","0.0110","13.9073"
"81.31100","0.0111","13.9220"
"81.51100","0.0112","13.9392"
"81.71100","0.0112","13.9624"
"81.91100","0.0113","13.9880"
"82.11100","0.0114","14.0084"
"82.31100","0.0114","14.0261"
"82.51100","0.0115","14.0455"
"82.71100","0.0116","14.0672"
"82.91100","0.0116","14.0884"
"83.11100","0.0117","14.1075"
"83.31100","0.0118","14.1222"
"83.51100","0.0118","14.1375"
"83.71100","0.0119","14.1563"
"83.91100","0.0120","14.1789"
"84.11100","0.0120","14.2010"
"84.31100","0.0121","14.2188"
"84.51100","0.0122","14.2300"
"84.71100","0.0122","14.2447"
"84.91100","0.0123","14.2667"
"85.11100","0.0124","14.2919"
"85.31100","0.0124","14.3059"
"85.51100","0.0125","14.3167"
"85.71100","0.0126","14.3323"
"85.91100","0.0126","14.3513"
"86.11100","0.0127","14.3683"
"86.31100","0.0128","14.3858"
"86.51100","0.0128","14.3994"
"86.71100","0.0129","14.4127"
"86.91100","0.0130","14.4330"
"87.11100","0.0130","14.4520"
"87.31100","0.0131","14.4713"
"87.51100","0.0132","14.4847"
"87.71100","0.0132","14.4938"
"87.91100","0.0133","14.5057"
"88.11100","0.0134","14.5240"
"88.31100","0.0134","14.5443"
"88.51100","0.0135","14.5554"
"88.71100","0.0136","14.5650"
"88.91100","0.0136","14.5797"
"89.11100","0.0137","14.5952"
"89.31100","0.0138","14.6117"
"89.51100","0.0138","14.6261"
"89.71100","0.0139","14.6363"
"89.91100","0.0140","14.6472"
"90.11100","0.0140","14.6617"
"90.31100","0.0141","14.6749"
"90.51100","0.0142","14.6725"
"90.71100","0.0142","14.6830"
"90.91100","0.0143","14.6950"
"91.11100","0.0144","14.7099"
"91.31100","0.0144","14.7313"
"91.51100","0.0145","14.7493"
"91.71100","0.0146","14.7635"
"91.91100","0.0146","14.7725"
"92.11100","0.0147","14.7874"
"92.31100","0.0148","14.8013"
"92.51100","0.0148","14.8141"
"92.71100","0.0149","14.8264"
"92.91100","0.0150","14.8335"
"93.11100","0.0150","14.8433"
"93.31100","0.0151","14.8572"
"93.51100","0.0152","14.8719"
"93.71100","0.0152","14.8850"
"93.91100","0.0153","14.8928"
"94.11100","0.0154","14.8973"
"94.31100","0.0154","14.9076"
"94.51100","0.0155","14.9255"
"94.71100","0.0156","14.9425"
"94.91100","0.0156","14.9521"
"95.11100","0.0157","14.9598"
"95.31100","0.0158","14.9706"
"95.51100","0.0158","14.9829"
"95.71100","0.0159","14.9935"
"95.91100","0.0160","15.0007"
"96.11100","0.0160","15.0069"
"96.31100","0.0161","15.0159"
"96.51100","0.0162","15.0284"
"96.71100","0.0162","15.0434"
"96.91100","0.0163","15.0569"
"97.11100","0.0164","15.0610"
"97.31100","0.0164","15.0637"
"97.51100","0.0165","15.0740"
"97.71100","0.0166","15.0896"
"97.91100","0.0166","15.1038"
"98.11100","0.0167","15.1124"
"98.31100","0.0168","15.1178"
"98.51100","0.0168","15.1265"
"98.71100","0.0169","15.1377"
"98.91100","0.0170","15.1490"
"99.11100","0.0170","15.1571"
"99.31100","0.0171","15.1613"
"99.51100","0.0172","15.1672"
"99.71100","0.0172","15.1808"
"99.91100","0.0173","15.1951"
"100.11100","0.0174","15.2053"
"100.31100","0.0174","15.2116"
"100.51100","0.0175","15.2150"
"100.71100","0.0176","15.2232"
"100.91100","0.0176","15.2359"
"101.11100","0.0177","15.2473"
"101.31100","0.0178","15.2511"
"101.51100","0.0178","15.2561"
"101.71100","0.0179","15.2666"
"101.91100","0.0180","15.2777"
"102.11100","0.0180","15.2874"
"102.31100","0.0181","15.2969"
"102.51100","0.0182","15.3030"
"102.71100","0.0182","15.3105"
"102.91100","0.0183","15.3213"
"103.11100","0.0184","15.3337"
"103.31100","0.0184","15.3439"
"103.51100","0.0185","15.3458"
"103.71100","0.0186","15.3454"
"103.91100","0.0186","15.3548"
"104.11100","0.0187","15.3678"
"104.31100","0.0188","15.3791"
"104.51100","0.0188","15.3841"
"104.71100","0.0189","15.3895"
"104.91100","0.0190","15.3991"
"105.11100","0.0190","15.4117"
"105.31100","0.0191","15.4213"
"105.51100","0.0192","15.4245"
"105.71100","0.0192","15.4272"
"105.91100","0.0193","15.4344"
"106.11100","0.0194","15.4453"
"106.31100","0.0194","15.4550"
"106.51100","0.0195","15.4629"
"106.71100","0.0196","15.4640"
"106.91100","0.0196","15.4673"
"107.11100","0.0197","15.4776"
"107.31100","0.0198","15.4927"
"107.51100","0.0198","15.5035"
"107.71100","0.0199","15.5061"
"107.91100","0.0200","15.5100"
"108.04700","0.0200","15.5162"
"108.04800","0.0200","15.5162"
"108.04900","0.0200","15.5163"
"108.24900","0.0200","15.4082"
"108.44900","0.0200","15.2888"
"108.64900","0.0199","15.1851"
"108.84900","0.0199","15.0435"
"109.04900","0.0198","14.8587"
"109.24900","0.0197","14.6370"
"109.44900","0.0197","14.4142"
"109.64900","0.0196","14.2027"
"109.84900","0.0195","13.9964"
"110.04900","0.0194","13.7939"
"110.24900","0.0194","13.5974"
"110.44900","0.0193","13.4078"
"110.64900","0.0192","13.2229"
"110.84900","0.0192","13.0392"
"111.04900","0.0191","12.8517"
"111.24900","0.0190","12.6673"
"111.44900","0.0190","12.4891"
"111.64900","0.0189","12.3161"
"111.84900","0.0188","12.1438"
"112.04900","0.0188","11.9691"
"112.24900","0.0187","11.7895"
"112.44900","0.0186","11.6082"
"112.64900","0.0186","11.4281"
"112.84900","0.0185","11.2479"
"113.04900","0.0184","11.0642"
"113.24900","0.0184","10.8819"
"113.44900","0.0183","10.7078"
"113.64900","0.0182","10.5377"
"113.84900","0.0182","10.3695"
"114.04900","0.0181","10.1999"
"114.24900","0.0180","10.0263"
"114.44900","0.0180","9.8494"
"114.64900","0.0179","9.6785"
"114.84900","0.0178","9.5110"
"115.04900","0.0178","9.3478"
"115.24900","0.0177","9.1817"
"115.44900","0.0176","9.0080"
"115.64900","0.0176","8.8353"
"115.84900","0.0175","8.6711"
"116.04900","0.0174","8.5040"
"116.24900","0.0174","8.3381"
"116.44900","0.0173","8.1721"
"116.64900","0.0172","8.0122"
"116.84900","0.0172","7.8533"
"117.04900","0.0171","7.6948"
"117.24900","0.0170","7.5357"
"117.44900","0.0170","7.3686"
"117.64900","0.0169","7.2048"
"117.84900","0.0168","7.0448"
"118.04900","0.0168","6.8921"
"118.24900","0.0167","6.7406"
"118.44900","0.0166","6.5889"
"118.64900","0.0166","6.4315"
"118.84900","0.0165","6.2780"
"119.04900","0.0164","6.1275"
"119.24900","0.0164","5.9774"
"119.44900","0.0163","5.8252"
"119.64900","0.0162","5.6766"
"119.84900","0.0162","5.5336"
"120.04900","0.0161","5.3911"
"120.24900","0.0160","5.2509"
"120.44900","0.0160","5.1085"
"120.64900","0.0159","4.9632"
"120.84900","0.0158","4.8202"
"121.04900","0.0158","4.6815"
"121.24900","0.0157","4.5503"
"121.44900","0.0156","4.4241"
"121.64900","0.0156","4.2944"
"121.84900","0.0155","4.1599"
"122.04900","0.0154","4.0294"
"122.24900","0.0154","3.9038"
"122.44900","0.0153","3.7774"
"122.64900","0.0152","3.6501"
"122.84900","0.0152","3.5274"
"123.04900","0.0151","3.4317"
"123.24900","0.0150","3.3669"
"123.44900","0.0150","3.2458"
"123.64900","0.0149","3.1295"
"123.84900","0.0148","3.0201"
"124.04900","0.0148","2.9218"
"124.24900","0.0147","2.8231"
"124.44900","0.0146","2.7268"
"124.64900","0.0146","2.6319"
"124.84900","0.0145","2.5381"
"125.04900","0.0144","2.4401"
"125.24900","0.0144","2.3463"
"125.44900","0.0143","2.2548"
"125.64900","0.0142","2.1594"
"125.84900","0.0142","2.0638"
"126.04900","0.0141","1.9713"
"126.24900","0.0140","1.8802"
"126.44900","0.0140","1.7911"
"126.64900","0.0139","1.6991"
"126.84900","0.0138","1.6048"
"127.04900","0.0138","1.5083"
"127.24900","0.0137","1.4120"
"127.44900","0.0136","1.3199"
"127.64900","0.0136","1.2315"
"127.84900","0.0135","1.1422"
"128.04900","0.0134","1.0499"
"128.24899","0.0134","0.9520"
"128.44901","0.0133","0.8598"
"128.64900","0.0132","0.7694"
"128.84900","0.0132","0.6770"
"129.04900","0.0131","0.5848"
"129.24899","0.0130","0.4937"
"129.44901","0.0130","0.4015"
"129.64900","0.0129","0.3092"
"129.84900","0.0128","0.2180"
"130.04900","0.0128","0.0233"
"130.07100","0.0128","-0.0008"
"130.07201","0.0128","-0.0019"
"130.07300","0.0128","-0.0030"
"130.27299","0.0128","-0.0076"
"130.47301","0.0128","-0.3833"
"130.67300","0.0128","-0.7300"
"130.87300","0.0129","-0.9450"
"131.07300","0.0130","-0.9335"
"131.27299","0.0131","-0.9258"
"131.47301","0.0131","-0.9297"
"131.67300","0.0132","-0.9061"
"131.87300","0.0133","-0.9037"
"132.07300","0.0133","-0.9040"
"132.27299","0.0134","-0.8932"
"132.47301","0.0135","-0.8808"
"132.67300","0.0135","-0.8959"
"132.87300","0.0136","-0.8674"
"133.07300","0.0137","-0.8546"
"133.27299","0.0137","-0.8744"
"133.47301","0.0138","-0.8672"
"133.67300","0.0139","-0.8465"
"133.87300","0.0139","-0.7740"
"134.07300","0.0140","-0.6914"
"134.27299","0.0141","-0.5867"
"134.47301","0.0141","-0.4525"
"134.67300","0.0142","-0.2754"
"134.87300","0.0143","-0.0358"
"135.07300","0.0143","0.2624"
"135.27299","0.0144","0.5903"
"135.47301","0.0145","0.9310"
"135.67300","0.0145","1.2938"
"135.87300","0.0146","1.6434"
"136.07300","0.0147","1.9969"
"136.27299","0.0147","2.3740"
"136.47301","0.0148","2.7507"
"136.67300","0.0149","3.0824"
"136.87300","0.0149","3.3761"
"137.07300","0.0150","3.6535"
"137.27299","0.0151","3.9318"
"137.47301","0.0151","4.2098"
"137.67300","0.0152","4.4782"
"137.87300","0.0153","4.7389"
"138.07300","0.0153","5.0054"
"138.27299","0.0154","5.2615"
"138.47301","0.0155","5.5249"
"138.67300","0.0155","5.7871"
"138.87300","0.0156","6.0424"
"139.07300","0.0157","6.2871"
"139.27299","0.0157","6.5253"
"139.47301","0.0158","6.7577"
"139.67300","0.0159","6.9877"
"139.87300","0.0159","7.2157"
"140.07300","0.0160","7.4387"
"140.27299","0.0161","7.6570"
"140.47301","0.0161","7.8771"
"140.67300","0.0162","8.0963"
"140.87300","0.0163","8.3115"
"141.07300","0.0163","8.5202"
"141.27299","0.0164","8.7161"
"141.47301","0.0165","8.9074"
"141.67300","0.0165","9.0985"
"141.87300","0.0166","9.2878"
"142.07300","0.0167","9.4743"
"142.27299","0.0167","9.6532"
"142.47301","0.0168","9.8288"
"142.67300","0.0169","10.0046"
"142.87300","0.0169","10.1751"
"143.07300","0.0170","10.3371"
"143.27299","0.0171","10.4877"
"143.47301","0.0171","10.6324"
"143.67300","0.0172","10.7794"
"143.87300","0.0173","10.9286"
"144.07300","0.0173","11.0731"
"144.27299","0.0174","11.2153"
"144.47301","0.0175","11.3483"
"144.67300","0.0175","11.4800"
"144.87300","0.0176","11.6158"
"145.07300","0.0177","11.7477"
"145.27299","0.0177","11.8752"
"145.47301","0.0178","11.9968"
"145.67300","0.0179","12.1196"
"145.87300","0.0179","12.2447"
"146.07300","0.0180","12.3712"
"146.27299","0.0181","12.4967"
"146.47301","0.0181","12.6171"
"146.67300","0.0182","12.7347"
"146.87300","0.0183","12.8534"
"147.07300","0.0183","12.9748"
"147.27299","0.0184","13.0928"
"147.47301","0.0185","13.2001"
"147.67300","0.0185","13.2983"
"147.87300","0.0186","13.4020"
"148.07300","0.0187","13.5105"
"148.27299","0.0187","13.6185"
"148.47301","0.0188","13.7221"
"148.67300","0.0189","13.8240"
"148.87300","0.0189","13.9286"
"149.07300","0.0190","14.0336"
"149.27299","0.0191","14.1394"
"149.47301","0.0191","14.2381"
"149.67300","0.0192","14.3295"
"149.87300","0.0193","14.4201"
"150.07300","0.0193","14.5143"
"150.27299","0.0194","14.6070"
"150.47301","0.0195","14.6961"
"150.67300","0.0195","14.7793"
"150.87300","0.0196","14.8558"
"151.07300","0.0197","14.9316"
"151.27299","0.0197","15.0122"
"151.47301","0.0198","15.0921"
"151.67300","0.0199","15.1632"
"151.87300","0.0199","15.2329"
"152.07300","0.0200","15.3009"
"152.27299","0.0201","15.3652"
"152.47301","0.0201","15.4278"
"152.67300","0.0202","15.4851"
"152.87300","0.0203","15.5350"
"153.07300","0.0203","15.5791"
"153.27299","0.0204","15.6272"
"153.47301","0.0205","15.6715"
"153.67300","0.0205","15.7103"
"153.87300","0.0206","15.7400"
"154.07300","0.0207","15.7606"
"154.27299","0.0207","15.7807"
"154.47301","0.0208","15.8031"
"154.67300","0.0209","15.8168"
"154.87300","0.0209","15.8219"
"155.07300","0.0210","15.8219"
"155.27299","0.0211","15.8252"
"155.47301","0.0211","15.8294"
"155.67300","0.0212","15.8338"
"155.87300","0.0213","15.8383"
"156.07300","0.0213","15.8400"
"156.27299","0.0214","15.8441"
"156.47301","0.0215","15.8554"
"156.67300","0.0215","15.8663"
"156.87300","0.0216","15.8755"
"157.07300","0.0217","15.8773"
"157.27299","0.0217","15.8786"
"157.47301","0.0218","15.8854"
"157.67300","0.0219","15.8971"
"157.87300","0.0219","15.9051"
"158.07300","0.0220","15.9042"
"158.27299","0.0221","15.9064"
"158.47301","0.0221","15.9108"
"158.67300","0.0222","15.9195"
"158.87300","0.0223","15.9249"
"159.07300","0.0223","15.9299"
"159.27299","0.0224","15.9320"
"159.47301","0.0225","15.9361"
"159.67300","0.0225","15.9443"
"159.87300","0.0226","15.9524"
"160.07300","0.0227","15.9554"
"160.27299","0.0227","15.9529"
"160.47301","0.0228","15.9486"
"160.67300","0.0229","15.9526"
"160.87300","0.0229","15.9611"
