Time,Displacement,Force
"13.6000","0.0564","22.3312"
"13.7000","0.0568","22.3731"
"13.8000","0.0572","22.4438"
"13.9000","0.0576","22.4934"
"14.0000","0.0581","22.5207"
"14.1000","0.0585","22.5678"
"14.2000","0.0589","22.6057"
"14.3000","0.0593","22.6564"
"14.4000","0.0597","22.6919"
"14.5000","0.0601","22.7370"
"14.6000","0.0606","22.4752"
"14.7000","0.0610","22.7146"
"14.8000","0.0614","22.8006"
"14.9000","0.0618","22.8551"
"15.0000","0.0622","22.8943"
"15.1000","0.0626","22.9212"
"15.2000","0.0631","22.9795"
"15.3000","0.0635","23.0176"
"15.4000","0.0639","23.0538"
"15.5000","0.0643","23.1011"
"15.6000","0.0647","23.1390"
"15.7000","0.0651","23.1763"
"15.8000","0.0656","23.2119"
"15.9000","0.0660","23.2567"
"16.0000","0.0664","23.2926"
"16.1000","0.0668","23.3281"
"16.2000","0.0672","23.3701"
"16.3000","0.0676","23.4162"
"16.4000","0.0681","23.4477"
"16.5000","0.0685","23.4864"
"16.6000","0.0689","23.5286"
"16.7000","0.0693","23.5656"
"16.8000","0.0697","23.6000"
"16.9000","0.0701","23.6295"
"17.0000","0.0706","23.6749"
"17.1000","0.0710","23.7124"
"17.2000","0.0714","23.7576"
"17.3000","0.0718","23.7935"
"17.4000","0.0722","23.8153"
"17.5000","0.0727","23.8674"
"17.6000","0.0731","23.8988"
"17.7000","0.0735","23.9231"
"17.8000","0.0739","23.8338"
"17.9000","0.0743","23.9464"
"18.0000","0.0747","24.0038"
"18.1000","0.0751","24.0487"
"18.2000","0.0756","24.0894"
"18.3000","0.0760","24.1239"
"18.4000","0.0764","24.1621"
"18.5000","0.0768","24.1951"
"18.6000","0.0772","24.2334"
"18.7000","0.0776","24.2657"
"18.8000","0.0781","24.3114"
"18.9000","0.0785","24.3468"
"19.0000","0.0789","24.3835"
"19.1000","0.0793","24.4224"
"19.2000","0.0797","24.4511"
"19.3000","0.0802","24.4864"
"19.4000","0.0806","24.5224"
"19.5000","0.0810","24.5642"
"19.6000","0.0814","24.5978"
"19.7000","0.0818","24.6265"
"19.8000","0.0822","24.6730"
"19.9000","0.0827","24.7083"
"20.0000","0.0831","24.7358"
"20.1000","0.0835","24.7813"
"20.2000","0.0839","24.8165"
"20.3000","0.0843","24.8495"
"20.4000","0.0847","24.8994"
"20.5000","0.0851","24.9220"
"20.6000","0.0856","24.9555"
"20.7000","0.0860","25.0004"
"20.8000","0.0864","25.0352"
"20.9000","0.0868","25.0655"
"21.0000","0.0872","25.1045"
"21.1000","0.0876","25.1370"
"21.2000","0.0881","25.1674"
"21.3000","0.0885","25.2078"
"21.4000","0.0889","25.2389"
"21.5000","0.0893","25.2711"
"21.6000","0.0897","25.3055"
"21.7000","0.0901","25.3380"
"21.8000","0.0906","25.3806"
"21.9000","0.0910","25.4199"
"22.0000","0.0914","25.4564"
"22.1000","0.0918","25.4936"
"22.2000","0.0922","25.5321"
"22.3000","0.0926","25.5629"
"22.4000","0.0931","25.6084"
"22.5000","0.0935","25.6259"
"22.6000","0.0939","25.6651"
"22.7000","0.0943","25.6991"
"22.8000","0.0947","25.7374"
"22.9000","0.0952","25.7710"
"23.0000","0.0956","25.8114"
"23.1000","0.0960","25.8405"
"23.2000","0.0964","25.8720"
"23.3000","0.0968","25.9117"
"23.4000","0.0972","25.9345"
"23.5000","0.0976","25.9761"
"23.6000","0.0981","26.0216"
"23.7000","0.0985","26.0500"
"23.8000","0.0989","26.0929"
"23.9000","0.0993","26.1140"
"24.0000","0.0997","26.1506"
"24.1000","0.1002","26.1874"
"24.2000","0.1006","26.2258"
"24.3000","0.1010","26.2594"
"24.4000","0.1014","26.2946"
"24.5000","0.1018","26.3295"
"24.6000","0.1022","26.3545"
"24.7000","0.1026","26.3880"
"24.8000","0.1031","26.4285"
"24.9000","0.1035","26.4655"
"25.0000","0.1039","26.4941"
"25.1000","0.1043","26.5297"
"25.2000","0.1047","26.5670"
"25.3000","0.1051","26.6050"
"25.4000","0.1056","26.6411"
"25.5000","0.1060","26.6826"
"25.6000","0.1064","26.7099"
"25.7000","0.1068","26.7430"
"25.8000","0.1072","26.7803"
"25.9000","0.1077","26.8172"
"26.0000","0.1081","26.8443"
"26.1000","0.1085","26.8842"
"26.2000","0.1089","26.9215"
"26.3000","0.1093","26.9515"
"26.4000","0.1097","26.9895"
"26.5000","0.1101","27.0248"
"26.6000","0.1106","27.0577"
"26.7000","0.1110","27.0928"
"26.8000","0.1114","27.1276"
"26.9000","0.1118","27.1584"
"27.0000","0.1122","27.2002"
"27.1000","0.1126","27.2330"
"27.2000","0.1131","27.2704"
"27.3000","0.1135","27.3069"
"27.4000","0.1139","27.3345"
"27.5000","0.1143","27.3760"
"27.6000","0.1147","27.4159"
"27.7000","0.1151","27.4417"
"27.8000","0.1156","27.4792"
"27.9000","0.1160","27.5151"
"28.0000","0.1164","27.5406"
"28.1000","0.1168","27.5789"
"28.2000","0.1172","27.6135"
"28.3000","0.1176","27.6464"
"28.4000","0.1181","27.6785"
"28.5000","0.1185","27.7151"
"28.6000","0.1189","27.7440"
"28.7000","0.1193","27.7794"
"28.8000","0.1197","27.8220"
"28.9000","0.1202","27.8510"
"29.0000","0.1206","27.8840"
"29.1000","0.1210","27.9221"
"29.2000","0.1214","27.9513"
"29.3000","0.1218","27.9910"
"29.4000","0.1222","28.0210"
"29.5000","0.1227","28.0539"
"29.6000","0.1231","28.0900"
"29.7000","0.1235","28.1265"
"29.8000","0.1239","28.1613"
"29.9000","0.1243","28.2021"
"30.0000","0.1247","28.2303"
"30.1000","0.1252","28.2718"
"30.2000","0.1256","28.3118"
"30.3000","0.1260","28.3382"
"30.4000","0.1264","28.3755"
"30.5000","0.1268","28.4160"
"30.6000","0.1272","28.4356"
"30.7000","0.1277","28.4788"
"30.8000","0.1281","28.5153"
"30.9000","0.1285","28.5528"
"31.0000","0.1289","28.5883"
"31.1000","0.1293","28.6248"
"31.2000","0.1297","28.6532"
"31.3000","0.1301","28.6876"
"31.4000","0.1306","28.7186"
"31.5000","0.1310","28.7568"
"31.6000","0.1314","28.7896"
"31.7000","0.1318","28.8238"
"31.8000","0.1322","28.8638"
"31.9000","0.1327","28.8996"
"32.0000","0.1331","28.9266"
"32.1000","0.1335","28.9657"
"32.2000","0.1339","29.0025"
"32.3000","0.1343","29.0314"
"32.4000","0.1347","29.0710"
"32.5000","0.1352","29.1146"
"32.6000","0.1356","29.1360"
"32.7000","0.1360","29.1742"
"32.8000","0.1364","29.2140"
"32.9000","0.1368","29.2419"
"33.0000","0.1372","29.2790"
"33.1000","0.1376","29.3173"
"33.2000","0.1381","29.3521"
"33.3000","0.1385","29.3883"
"33.4000","0.1389","29.4225"
"33.5000","0.1393","29.4592"
"33.6000","0.1397","29.4965"
"33.7000","0.1401","29.5323"
"33.8000","0.1406","29.5689"
"33.9000","0.1410","29.6031"
"34.0000","0.1414","29.6329"
"34.1000","0.1418","29.6782"
"34.2000","0.1422","29.7105"
"34.3000","0.1426","29.7458"
"34.4000","0.1431","29.7838"
"34.5000","0.1435","29.8135"
"34.6000","0.1439","29.8464"
"34.7000","0.1443","29.8867"
"34.8000","0.1447","29.9218"
"34.9000","0.1451","29.9568"
"35.0000","0.1456","29.9952"
"35.1000","0.1460","30.0321"
"35.2000","0.1464","30.0673"
"35.3000","0.1468","30.1043"
"35.4000","0.1472","30.1386"
"35.5000","0.1477","30.1709"
"35.6000","0.1481","30.2111"
"35.7000","0.1485","30.2390"
"35.8000","0.1489","30.2791"
"35.9000","0.1493","30.3164"
"36.0000","0.1497","30.3473"
"36.0650","0.1500","30.3712"
"36.0660","0.1500","30.3711"
"36.0670","0.1500","30.3710"
"36.1670","0.1500","30.0887"
"36.2670","0.1496","29.5631"
"36.3670","0.1491","28.9994"
"36.4670","0.1487","28.4955"
"36.5670","0.1483","28.0086"
"36.6670","0.1479","27.5359"
"36.7670","0.1474","27.0709"
"36.8670","0.1470","26.6187"
"36.9670","0.1466","26.1792"
"37.0670","0.1462","25.7502"
"37.1670","0.1458","25.3224"
"37.2670","0.1454","24.9092"
"37.3670","0.1449","24.4965"
"37.4670","0.1445","24.0932"
"37.5670","0.1441","23.6968"
"37.6670","0.1437","23.3055"
"37.7670","0.1433","22.9159"
"37.8670","0.1429","22.5297"
"37.9670","0.1424","22.1458"
"38.0670","0.1420","21.7736"
"38.1670","0.1416","21.4017"
"38.2670","0.1412","21.0305"
"38.3670","0.1408","20.6646"
"38.4670","0.1404","20.3060"
"38.5670","0.1399","19.9371"
"38.6670","0.1395","19.5866"
"38.7670","0.1391","19.2377"
"38.8670","0.1387","18.8838"
"38.9670","0.1383","18.5425"
"39.0670","0.1379","18.2041"
"39.1670","0.1374","17.8599"
"39.2670","0.1370","17.5298"
"39.3670","0.1366","17.1978"
"39.4670","0.1362","16.8651"
"39.5670","0.1358","16.5342"
"39.6670","0.1354","16.2105"
"39.7670","0.1349","15.8864"
"39.8670","0.1345","15.5676"
"39.9670","0.1341","15.2485"
"40.0670","0.1337","14.9354"
"40.1670","0.1333","14.6201"
"40.2670","0.1328","14.3061"
"40.3670","0.1324","14.0022"
"40.4670","0.1320","13.7001"
"40.5670","0.1316","13.3935"
"40.6670","0.1312","13.1004"
"40.7670","0.1308","12.7998"
"40.8670","0.1303","12.4989"
"40.9670","0.1299","12.2081"
"41.0670","0.1295","11.9196"
"41.1670","0.1291","11.6265"
"41.2670","0.1287","11.3487"
"41.3670","0.1283","11.0656"
"41.4670","0.1278","10.7755"
"41.5670","0.1274","10.4981"
"41.6670","0.1270","10.2244"
"41.7670","0.1266","9.9450"
"41.8670","0.1262","9.6727"
"41.9670","0.1258","9.4035"
"42.0670","0.1254","9.1377"
"42.1670","0.1249","8.8722"
"42.2670","0.1245","8.6112"
"42.3670","0.1241","8.3506"
"42.4670","0.1237","8.0919"
"42.5670","0.1233","7.8331"
"42.6670","0.1229","7.5769"
"42.7670","0.1224","7.3248"
"42.8670","0.1220","7.0735"
"42.9670","0.1216","6.8291"
"43.0670","0.1212","6.5834"
"43.1670","0.1208","6.3372"
"43.2670","0.1203","6.0975"
"43.3670","0.1199","5.8600"
"43.4670","0.1195","5.6207"
"43.5670","0.1191","5.3924"
"43.6670","0.1187","5.1650"
"43.7670","0.1183","4.9316"
"43.8670","0.1178","4.7078"
"43.9670","0.1174","4.4892"
"44.0670","0.1170","4.2816"
"44.1670","0.1166","4.0787"
"44.2670","0.1162","3.8578"
"44.3670","0.1158","3.6385"
"44.4670","0.1153","3.4255"
"44.5670","0.1149","3.2142"
"44.6670","0.1145","3.0009"
"44.7670","0.1141","2.7860"
"44.8670","0.1137","2.5712"
"44.9670","0.1133","2.3854"
"45.0670","0.1128","2.2025"
"45.1670","0.1124","2.0298"
"45.2670","0.1120","1.8775"
"45.3670","0.1116","1.6964"
"45.4670","0.1112","1.5402"
"45.5670","0.1108","1.3883"
"45.6670","0.1104","1.2165"
"45.7670","0.1099","1.0732"
"45.8670","0.1095","0.9087"
"45.9670","0.1091","0.7436"
"46.0670","0.1087","0.5803"
"46.1670","0.1083","0.4177"
"46.2670","0.1079","0.2348"
"46.3670","0.1074","0.0813"
"46.4670","0.1070","-0.0090"
"46.5670","0.1066","-0.0485"
"46.6670","0.1062","-0.0700"
"46.7670","0.1058","-0.0821"
"46.8670","0.1053","-0.0911"
"46.9670","0.1049","-0.0976"
"47.0670","0.1045","-0.1033"
"47.1670","0.1041","-0.1053"
"47.2670","0.1037","-0.1095"
"47.3670","0.1033","-0.1122"
"47.4670","0.1028","-0.1129"
"47.5670","0.1024","-0.1156"
"47.6670","0.1020","-0.1170"
"47.7670","0.1016","-0.1181"
"47.8670","0.1012","-0.1186"
"47.9670","0.1008","-0.1214"
"48.0670","0.1003","-0.1218"
"48.1670","0.0999","-0.1223"
"48.2670","0.0995","-0.1233"
"48.3670","0.0991","-0.1234"
"48.4670","0.0987","-0.1247"
"48.5670","0.0983","-0.1249"
"48.6670","0.0979","-0.1257"
"48.7670","0.0974","-0.1253"
"48.8670","0.0970","-0.1255"
"48.9670","0.0966","-0.1275"
"49.0670","0.0962","-0.1272"
"49.1670","0.0958","-0.1275"
"49.2670","0.0953","-0.1288"
"49.3670","0.0949","-0.1294"
"49.4670","0.0945","-0.1292"
"49.5670","0.0941","-0.1299"
"49.6670","0.0937","-0.1298"
"49.7670","0.0933","-0.1302"
"49.8670","0.0928","-0.1308"
"49.9670","0.0924","-0.1318"
"50.0670","0.0920","-0.1314"
"50.1670","0.0916","-0.1307"
"50.2670","0.0912","-0.1317"
"50.3670","0.0908","-0.1314"
"50.4670","0.0904","-0.1320"
"50.5670","0.0899","-0.1329"
"50.6670","0.0895","-0.1327"
"50.7670","0.0891","-0.1320"
"50.8670","0.0887","-0.1321"
"50.9670","0.0883","-0.1327"
"51.0670","0.0879","-0.1323"
"51.1670","0.0874","-0.1326"
"51.2670","0.0870","-0.1327"
"51.3670","0.0866","-0.1331"
"51.4670","0.0862","-0.1312"
"51.5670","0.0858","-0.1326"
"51.6670","0.0854","-0.1328"
"51.7670","0.0849","-0.1322"
"51.8670","0.0845","-0.1325"
"51.9670","0.0841","-0.1341"
"52.0670","0.0837","-0.1330"
"52.1670","0.0833","-0.1327"
"52.2670","0.0829","-0.1342"
"52.3670","0.0824","-0.1336"
"52.4670","0.0820","-0.1322"
"52.5670","0.0816","-0.1333"
"52.6670","0.0812","-0.1327"
"52.7670","0.0808","-0.1327"
"52.8670","0.0803","-0.1338"
"52.9670","0.0799","-0.1331"
"53.0670","0.0795","-0.1334"
"53.1670","0.0791","-0.1324"
"53.2670","0.0787","-0.1325"
"53.3670","0.0783","-0.1337"
"53.4670","0.0778","-0.1324"
"53.5670","0.0774","-0.1319"
"53.6670","0.0770","-0.1340"
"53.7670","0.0766","-0.1336"
"53.8670","0.0762","-0.1343"
"53.9670","0.0758","-0.1338"
"54.0670","0.0753","-0.1343"
"54.1670","0.0749","-0.1345"
"54.2670","0.0745","-0.1331"
"54.3670","0.0741","-0.1323"
"54.4670","0.0737","-0.1331"
"54.5670","0.0733","-0.1299"
"54.6670","0.0728","-0.1288"
"54.7670","0.0724","-0.1282"
"54.8670","0.0720","-0.1222"
"54.9670","0.0716","-0.1215"
"55.0670","0.0712","-0.1212"
"55.1670","0.0708","-0.1164"
"55.2670","0.0704","-0.1144"
"55.3670","0.0699","-0.1143"
"55.4670","0.0695","-0.1128"
"55.5670","0.0691","-0.1124"
"55.6670","0.0687","-0.1114"
"55.7670","0.0683","-0.1103"
"55.8670","0.0679","-0.1078"
"55.9670","0.0674","-0.1077"
"56.0670","0.0670","-0.1069"
"56.1670","0.0666","-0.1074"
"56.2670","0.0662","-0.1043"
"56.3670","0.0658","-0.1026"
"56.4670","0.0653","-0.1015"
"56.5670","0.0649","-0.1016"
"56.6670","0.0645","-0.0984"
"56.7670","0.0641","-0.0966"
"56.8670","0.0637","-0.0986"
"56.9670","0.0633","-0.0966"
"57.0670","0.0629","-0.0926"
"57.1670","0.0624","-0.0906"
"57.2670","0.0620","-0.0906"
"57.3670","0.0616","-0.0866"
"57.4670","0.0612","-0.0825"
"57.5670","0.0608","-0.0842"
"57.6670","0.0604","-0.0847"
"57.7670","0.0599","-0.0824"
"57.8670","0.0595","-0.0818"
"57.9670","0.0591","-0.0828"
"58.0670","0.0587","-0.0811"
"58.1670","0.0583","-0.0783"
"58.2670","0.0579","-0.0763"
"58.3670","0.0574","-0.0755"
"58.4670","0.0570","-0.0751"
"58.5670","0.0566","-0.0726"
"58.6670","0.0562","-0.0734"
"58.7670","0.0558","-0.0743"
"58.8670","0.0554","-0.0714"
"58.9670","0.0549","-0.0704"
"59.0670","0.0545","-0.0692"
"59.1670","0.0541","-0.0693"
"59.2670","0.0537","-0.0661"
"59.3670","0.0533","-0.0672"
"59.4670","0.0528","-0.0676"
"59.5670","0.0524","-0.0664"
"59.6670","0.0520","-0.0654"
"59.7670","0.0516","-0.0660"
"59.8670","0.0512","-0.0658"
"59.9670","0.0508","-0.0650"
"60.0670","0.0504","-0.0647"
"60.1670","0.0499","-0.0636"
"60.2670","0.0495","-0.0661"
"60.3670","0.0491","-0.0656"
"60.4670","0.0487","-0.0648"
"60.5670","0.0483","-0.0655"
"60.6670","0.0478","-0.0654"
"60.7670","0.0474","-0.0663"
"60.8670","0.0470","-0.0660"
"60.9670","0.0466","-0.0677"
"61.0670","0.0462","-0.0689"
"61.1670","0.0458","-0.0697"
"61.2670","0.0453","-0.0709"
"61.3670","0.0449","-0.0700"
"61.4670","0.0445","-0.0701"
"61.5670","0.0441","-0.0704"
"61.6670","0.0437","-0.0703"
"61.7670","0.0433","-0.0698"
"61.8670","0.0429","-0.0710"
"61.9670","0.0424","-0.0724"
"62.0670","0.0420","-0.0725"
"62.1670","0.0416","-0.0744"
"62.2670","0.0412","-0.0752"
"62.3670","0.0408","-0.2137"
"62.4670","0.0404","-0.0764"
"62.5670","0.0399","-0.0675"
"62.6670","0.0395","-0.0736"
"62.7670","0.0391","-0.0750"
"62.8670","0.0387","-0.0758"
"62.9670","0.0383","-0.0752"
"63.0670","0.0379","-0.0762"
"63.1670","0.0374","-0.0773"
"63.2670","0.0370","-0.0790"
"63.3670","0.0366","-0.0794"
"63.4670","0.0362","-0.0805"
"63.5670","0.0358","-0.0824"
"63.6670","0.0354","-0.0820"
"63.7670","0.0349","-0.0806"
"63.8670","0.0345","-0.0807"
"63.9670","0.0341","-0.0710"
"64.0670","0.0337","-0.0714"
"64.1670","0.0333","-0.0702"
"64.2670","0.0329","-0.0712"
"64.3670","0.0324","-0.0712"
"64.4670","0.0320","-0.0724"
"64.5670","0.0316","-0.0747"
"64.6670","0.0312","-0.0726"
"64.7670","0.0308","-0.0740"
"64.8670","0.0304","-0.0735"
"64.9670","0.0299","-0.0717"
"65.0670","0.0295","-0.0691"
"65.1670","0.0291","-0.0719"
"65.2670","0.0287","-0.0707"
"65.3670","0.0283","-0.0712"
"65.4670","0.0278","-0.0709"
"65.5670","0.0274","-0.0707"
"65.6670","0.0270","-0.0670"
"65.7670","0.0266","-0.0674"
"65.8670","0.0262","-0.0683"
"65.9670","0.0258","-0.0705"
"66.0670","0.0253","-0.0687"
"66.1670","0.0249","-0.0698"
"66.2670","0.0245","-0.0703"
"66.3670","0.0241","-0.0698"
"66.4670","0.0237","-0.0678"
"66.5670","0.0233","-0.0692"
"66.6670","0.0229","-0.0674"
"66.7670","0.0224","-0.0678"
"66.8670","0.0220","-0.0681"
"66.9670","0.0216","-0.0706"
"67.0670","0.0212","-0.0696"
"67.1670","0.0208","-0.0697"
"67.2670","0.0204","-0.0708"
"67.3670","0.0199","-0.0691"
"67.4670","0.0195","-0.0696"
"67.5670","0.0191","-0.0705"
"67.6670","0.0187","-0.0708"
"67.7670","0.0183","-0.0718"
"67.8670","0.0179","-0.0710"
"67.9670","0.0174","-0.0710"
"68.0670","0.0170","-0.0705"
"68.1670","0.0166","-0.0710"
"68.2670","0.0162","-0.0714"
"68.3670","0.0158","-0.0708"
"68.4670","0.0154","-0.0714"
"68.5670","0.0149","-0.0727"
"68.6670","0.0145","-0.0729"
"68.7670","0.0141","-0.0723"
"68.8670","0.0137","-0.0729"
"68.9670","0.0133","-0.0726"
"69.0670","0.0128","-0.0731"
"69.1670","0.0124","-0.0748"
"69.2670","0.0120","-0.0745"
"69.3670","0.0116","-0.0729"
"69.4670","0.0112","-0.0739"
"69.5670","0.0108","-0.0750"
"69.6670","0.0104","-0.0742"
"69.7670","0.0099","-0.0748"
"69.8670","0.0095","-0.0760"
"69.9670","0.0091","-0.0749"
"70.0670","0.0087","-0.0736"
"70.1670","0.0083","-0.0751"
"70.2670","0.0079","-0.0752"
"70.3670","0.0074","-0.0743"
"70.4670","0.0070","-0.0749"
"70.5670","0.0066","-0.0755"
"70.6670","0.0062","-0.0747"
"70.7670","0.0058","-0.0753"
"70.8670","0.0054","-0.0758"
"70.9670","0.0049","-0.0754"
"71.0670","0.0045","-0.0755"
"71.1670","0.0041","-0.0761"
"71.2670","0.0037","-0.0757"
"71.3670","0.0033","-0.0753"
"71.4670","0.0029","-0.0732"
"71.5670","0.0024","-0.0759"
"71.6670","0.0020","-0.0768"
"71.7670","0.0016","-0.0763"
"71.8670","0.0012","-0.0774"
"71.9670","0.0008","-0.0797"
"72.0670","0.0004","-0.0800"
"72.1520","0.0000","-0.0797"
"72.1530","0.0000","-0.0797"
"72.1540","0.0000","-0.0797"
"72.2540","0.0000","-0.0813"
"72.3540","0.0004","-0.0812"
"72.4540","0.0009","-0.0798"
"72.5540","0.0013","-0.0796"
"72.6540","0.0017","-0.0788"
"72.7540","0.0021","-0.0778"
"72.8540","0.0026","-0.0784"
"72.9540","0.0030","-0.0772"
"73.0540","0.0034","-0.0777"
"73.1540","0.0038","-0.0792"
"73.2540","0.0042","-0.0805"
"73.3540","0.0046","-0.0778"
"73.4540","0.0051","-0.0784"
"73.5540","0.0055","-0.0780"
"73.6540","0.0059","-0.0775"
"73.7540","0.0063","-0.0754"
"73.8540","0.0067","-0.0763"
"73.9540","0.0071","-0.0752"
"74.0540","0.0076","-0.0736"
"74.1540","0.0080","-0.0734"
"74.2540","0.0084","-0.0733"
"74.3540","0.0088","-0.0716"
"74.4540","0.0092","-0.0722"
"74.5540","0.0096","-0.0712"
"74.6540","0.0101","-0.0694"
"74.7540","0.0105","-0.0679"
"74.8540","0.0109","-0.0688"
"74.9540","0.0113","-0.0657"
"75.0540","0.0117","-0.0673"
"75.1540","0.0121","-0.0668"
"75.2540","0.0126","-0.0665"
"75.3540","0.0130","-0.0646"
"75.4540","0.0134","-0.0647"
"75.5540","0.0138","-0.0634"
"75.6540","0.0142","-0.0630"
"75.7540","0.0146","-0.0614"
"75.8540","0.0151","-0.0621"
"75.9540","0.0155","-0.0606"
"76.0540","0.0159","-0.0588"
"76.1540","0.0163","-0.0599"
"76.2540","0.0167","-0.0603"
"76.3540","0.0171","-0.0591"
"76.4540","0.0176","-0.0580"
"76.5540","0.0180","-0.0574"
"76.6540","0.0184","-0.0566"
"76.7540","0.0188","-0.0565"
"76.8540","0.0192","-0.0559"
"76.9540","0.0196","-0.0560"
"77.0540","0.0201","-0.0559"
"77.1540","0.0205","-0.0557"
"77.2540","0.0209","-0.0556"
"77.3540","0.0213","-0.0547"
"77.4540","0.0217","-0.0541"
"77.5540","0.0222","-0.0533"
"77.6540","0.0226","-0.0536"
"77.7540","0.0230","-0.0515"
"77.8540","0.0234","-0.0534"
"77.9540","0.0238","-0.0528"
"78.0540","0.0242","-0.0525"
"78.1540","0.0247","-0.0528"
"78.2540","0.0251","-0.0517"
"78.3540","0.0255","-0.0501"
"78.4540","0.0259","-0.0493"
"78.5540","0.0263","-0.0499"
"78.6540","0.0267","-0.0489"
"78.7540","0.0271","-0.0483"
"78.8540","0.0276","-0.0493"
"78.9540","0.0280","-0.0483"
"79.0540","0.0284","-0.0463"
"79.1540","0.0288","-0.0464"
"79.2540","0.0292","-0.0460"
"79.3540","0.0296","-0.0442"
"79.4540","0.0301","-0.0464"
"79.5540","0.0305","-0.0456"
