Time,Displacement,Force
(s),(in),(lbf)
"189.2550","0.4876","19.6595"
"189.3550","0.4880","19.6624"
"189.4550","0.4884","19.6633"
"189.5550","0.4888","19.6697"
"189.6550","0.4892","19.6723"
"189.7550","0.4896","19.6729"
"189.8550","0.4901","19.6797"
"189.9550","0.4905","19.6805"
"190.0550","0.4909","19.6837"
"190.1550","0.4913","19.6873"
"190.2550","0.4917","19.6898"
"190.3550","0.4921","19.6950"
"190.4550","0.4926","19.6989"
"190.5550","0.4930","19.6988"
"190.6550","0.4934","19.7034"
"190.7550","0.4938","19.7081"
"190.8550","0.4942","19.7079"
"190.9550","0.4946","19.7141"
"191.0550","0.4951","19.7183"
"191.1550","0.4955","19.7174"
"191.2550","0.4959","19.7218"
"191.3550","0.4963","19.7246"
"191.4550","0.4967","19.7246"
"191.5550","0.4971","19.7295"
"191.6550","0.4976","19.7354"
"191.7550","0.4980","19.7330"
"191.8550","0.4984","19.7393"
"191.9550","0.4988","19.7440"
"192.0550","0.4992","19.7448"
"192.1550","0.4996","19.7489"
"192.2550","0.5001","19.7526"
"192.3550","0.5005","19.7527"
"192.4550","0.5009","19.7568"
"192.5550","0.5013","19.7599"
"192.6550","0.5017","19.7633"
"192.7550","0.5021","19.7673"
"192.8550","0.5026","19.7689"
"192.9550","0.5030","19.7734"
"193.0550","0.5034","19.7784"
"193.1550","0.5038","19.7767"
"193.2550","0.5042","19.7823"
"193.3550","0.5046","19.7839"
"193.4550","0.5051","19.7865"
"193.5550","0.5055","19.7910"
"193.6550","0.5059","19.7972"
"193.7550","0.5063","19.7952"
"193.8550","0.5067","19.8020"
"193.9550","0.5071","19.8051"
"194.0550","0.5076","19.8054"
"194.1550","0.5080","19.8096"
"194.2550","0.5084","19.8161"
"194.3550","0.5088","19.8161"
"194.4550","0.5092","19.8197"
"194.5550","0.5096","19.8221"
"194.6550","0.5101","19.8260"
"194.7550","0.5105","19.8285"
"194.8550","0.5109","19.8320"
"194.9550","0.5113","19.8337"
"195.0550","0.5117","19.8400"
"195.1550","0.5121","19.8398"
"195.2550","0.5126","19.8455"
"195.3550","0.5130","19.8497"
"195.4550","0.5134","19.8475"
"195.5550","0.5138","19.8527"
"195.6550","0.5142","19.8571"
"195.7550","0.5146","19.8570"
"195.8550","0.5151","19.8618"
"195.9550","0.5155","19.8658"
"196.0550","0.5159","19.8671"
"196.1550","0.5163","19.8719"
"196.2550","0.5167","19.8773"
"196.3550","0.5171","19.8766"
"196.4550","0.5176","19.8817"
"196.5550","0.5180","19.8817"
"196.6550","0.5184","19.8848"
"196.7550","0.5188","19.8889"
"196.8550","0.5192","19.8925"
"196.9550","0.5196","19.8948"
"197.0550","0.5201","19.8976"
"197.1550","0.5205","19.8994"
"197.2550","0.5209","19.9058"
"197.3550","0.5213","19.9081"
"197.4550","0.5217","19.9078"
"197.5550","0.5221","19.9160"
"197.6550","0.5226","19.9185"
"197.7550","0.5230","19.9177"
"197.8550","0.5234","19.9245"
"197.9550","0.5238","19.9259"
"198.0550","0.5242","19.9270"
"198.1550","0.5246","19.9318"
"198.2550","0.5251","19.9347"
"198.3550","0.5255","19.9349"
"198.4550","0.5259","19.9415"
"198.5550","0.5263","19.9438"
"198.6550","0.5267","19.9460"
"198.7550","0.5271","19.9499"
"198.8550","0.5276","19.9512"
"198.9550","0.5280","19.9540"
"199.0550","0.5284","19.9583"
"199.1550","0.5288","19.9600"
"199.2550","0.5292","19.9639"
"199.3550","0.5296","19.9680"
"199.4550","0.5301","19.9680"
"199.5550","0.5305","19.9737"
"199.6550","0.5309","19.9757"
"199.7550","0.5313","19.9762"
"199.8550","0.5317","19.9810"
"199.9550","0.5321","19.9833"
"200.0550","0.5326","19.9839"
"200.1550","0.5330","19.9906"
"200.2550","0.5334","19.9920"
"200.3550","0.5338","19.9931"
"200.4550","0.5342","19.9973"
"200.5550","0.5346","20.0010"
"200.6550","0.5351","20.0035"
"200.7550","0.5355","20.0076"
"200.8550","0.5359","20.0106"
"200.9550","0.5363","20.0125"
"201.0550","0.5367","20.0151"
"201.1550","0.5371","20.0199"
"201.2550","0.5376","20.0203"
"201.3550","0.5380","20.0252"
"201.4550","0.5384","20.0242"
"201.5550","0.5388","20.0291"
"201.6550","0.5392","20.0342"
"201.7550","0.5396","20.0355"
"201.8550","0.5401","20.0393"
"201.9550","0.5405","20.0433"
"202.0550","0.5409","20.0429"
"202.1550","0.5413","20.0492"
"202.2550","0.5417","20.0520"
"202.3550","0.5421","20.0519"
"202.4550","0.5426","20.0570"
"202.5550","0.5430","20.0599"
"202.6550","0.5434","20.0601"
"202.7550","0.5438","20.0670"
"202.8550","0.5442","20.0669"
"202.9550","0.5446","20.0708"
"203.0550","0.5451","20.0719"
"203.1550","0.5455","20.0763"
"203.2550","0.5459","20.0786"
"203.3550","0.5463","20.0839"
"203.4550","0.5467","20.0820"
"203.5550","0.5471","20.0872"
"203.6550","0.5476","20.0904"
"203.7550","0.5480","20.0905"
"203.8550","0.5484","20.0959"
"203.9550","0.5488","20.1008"
"204.0550","0.5492","20.0996"
"204.1550","0.5496","20.1032"
"204.2550","0.5501","20.1085"
"204.3550","0.5505","20.1087"
"204.4550","0.5509","20.1127"
"204.5550","0.5513","20.1179"
"204.6550","0.5517","20.1167"
"204.7550","0.5521","20.1205"
"204.8550","0.5526","20.1252"
"204.9550","0.5530","20.1269"
"205.0550","0.5534","20.1280"
"205.1550","0.5538","20.1328"
"205.2550","0.5542","20.1353"
"205.3550","0.5546","20.1383"
"205.4550","0.5551","20.1409"
"205.5550","0.5555","20.1462"
"205.6550","0.5559","20.1467"
"205.7550","0.5563","20.1477"
"205.8550","0.5567","20.1527"
"205.9550","0.5571","20.1563"
"206.0550","0.5576","20.1541"
"206.1550","0.5580","20.1619"
"206.2550","0.5584","20.1603"
"206.3550","0.5588","20.1664"
"206.4550","0.5592","20.1656"
"206.5550","0.5596","20.1726"
"206.6550","0.5601","20.1712"
"206.7550","0.5605","20.1770"
"206.8550","0.5609","20.1790"
"206.9550","0.5613","20.1832"
"207.0550","0.5617","20.1846"
"207.1550","0.5621","20.1869"
"207.2550","0.5626","20.1919"
"207.3550","0.5630","20.1933"
"207.4550","0.5634","20.1959"
"207.5550","0.5638","20.1987"
"207.6550","0.5642","20.2018"
"207.7550","0.5646","20.2018"
"207.8550","0.5651","20.2056"
"207.9550","0.5655","20.2080"
"208.0550","0.5659","20.2096"
"208.1550","0.5663","20.2160"
"208.2550","0.5667","20.2190"
"208.3550","0.5671","20.2172"
"208.4550","0.5676","20.2219"
"208.5550","0.5680","20.2262"
"208.6550","0.5684","20.2259"
"208.7550","0.5688","20.2315"
"208.8550","0.5692","20.2338"
"208.9550","0.5696","20.2354"
"209.0550","0.5701","20.2392"
"209.1550","0.5705","20.2423"
"209.2550","0.5709","20.2421"
"209.3550","0.5713","20.2471"
"209.4550","0.5717","20.2467"
"209.5550","0.5721","20.2512"
"209.6550","0.5726","20.2550"
"209.7550","0.5730","20.2569"
"209.8550","0.5734","20.2608"
"209.9550","0.5738","20.2636"
"210.0550","0.5742","20.2628"
"210.1550","0.5746","20.2680"
"210.2550","0.5751","20.2719"
"210.3550","0.5755","20.2733"
"210.4550","0.5759","20.2766"
"210.5550","0.5763","20.2789"
"210.6550","0.5767","20.2792"
"210.7550","0.5771","20.2860"
"210.8550","0.5776","20.2875"
"210.9550","0.5780","20.2872"
"211.0550","0.5784","20.2935"
"211.1550","0.5788","20.2955"
"211.2550","0.5792","20.2961"
"211.3550","0.5796","20.3016"
"211.4550","0.5801","20.3028"
"211.5550","0.5805","20.3047"
"211.6550","0.5809","20.3098"
"211.7550","0.5813","20.3088"
"211.8550","0.5817","20.3135"
"211.9550","0.5821","20.3169"
"212.0550","0.5826","20.3173"
"212.1550","0.5830","20.3231"
"212.2550","0.5834","20.3259"
"212.3550","0.5838","20.3249"
"212.4550","0.5842","20.3281"
"212.5550","0.5846","20.3320"
"212.6550","0.5851","20.3323"
"212.7550","0.5855","20.3350"
"212.8550","0.5859","20.3409"
"212.9550","0.5863","20.3418"
"213.0550","0.5867","20.3450"
"213.1550","0.5871","20.3484"
"213.2550","0.5876","20.3490"
"213.3550","0.5880","20.3525"
"213.4550","0.5884","20.3557"
"213.5550","0.5888","20.3582"
"213.6550","0.5892","20.3602"
"213.7550","0.5896","20.3629"
"213.8550","0.5901","20.3656"
"213.9550","0.5905","20.3691"
"214.0550","0.5909","20.3722"
"214.1550","0.5913","20.3728"
"214.2550","0.5917","20.3768"
"214.3550","0.5921","20.3757"
"214.4550","0.5926","20.3826"
"214.5550","0.5930","20.3857"
"214.6550","0.5934","20.3860"
"214.7550","0.5938","20.3903"
"214.8550","0.5942","20.3932"
"214.9550","0.5946","20.3924"
"215.0550","0.5951","20.3966"
"215.1550","0.5955","20.4015"
"215.2550","0.5959","20.4019"
"215.3550","0.5963","20.4049"
"215.4550","0.5967","20.4072"
"215.5550","0.5971","20.4102"
"215.6550","0.5976","20.4162"
"215.7550","0.5980","20.4147"
"215.8550","0.5984","20.4205"
"215.9550","0.5988","20.4225"
"216.0550","0.5992","20.4223"
"216.1550","0.5996","20.4263"
"216.2550","0.6001","20.4306"
"216.3550","0.6005","20.4275"
"216.4550","0.6009","20.4354"
"216.5550","0.6013","20.4365"
"216.6550","0.6017","20.4380"
"216.7550","0.6021","20.4425"
"216.8550","0.6026","20.4450"
"216.9550","0.6030","20.4470"
"217.0550","0.6034","20.4493"
"217.1550","0.6038","20.4527"
"217.2550","0.6042","20.4540"
"217.3550","0.6046","20.4560"
"217.4550","0.6051","20.4615"
"217.5550","0.6055","20.4599"
"217.6550","0.6059","20.4647"
"217.7550","0.6063","20.4671"
"217.8550","0.6067","20.4715"
"217.9550","0.6071","20.4738"
"218.0550","0.6076","20.4759"
"218.1550","0.6080","20.4800"
"218.2550","0.6084","20.4821"
"218.3550","0.6088","20.4828"
"218.4550","0.6092","20.4874"
"218.5550","0.6096","20.4900"
"218.6550","0.6101","20.4916"
"218.7550","0.6105","20.4960"
"218.8550","0.6109","20.5000"
"218.9550","0.6113","20.4965"
"219.0550","0.6117","20.5045"
"219.1550","0.6121","20.5055"
"219.2550","0.6126","20.5064"
"219.3550","0.6130","20.5099"
"219.4550","0.6134","20.5132"
"219.5550","0.6138","20.5138"
"219.6550","0.6142","20.5177"
"219.7550","0.6146","20.5210"
"219.8550","0.6151","20.5228"
"219.9550","0.6155","20.5251"
"220.0550","0.6159","20.5262"
"220.1550","0.6163","20.5307"
"220.2550","0.6167","20.5339"
"220.3550","0.6171","20.5332"
"220.4550","0.6176","20.5380"
"220.5550","0.6180","20.5402"
"220.6550","0.6184","20.5380"
"220.7550","0.6188","20.5419"
"220.8550","0.6192","20.5449"
"220.9550","0.6196","20.5453"
"221.0550","0.6201","20.5517"
"221.1550","0.6205","20.5532"
"221.2550","0.6209","20.5527"
"221.3550","0.6213","20.5588"
"221.4550","0.6217","20.5614"
"221.5550","0.6221","20.5606"
"221.6550","0.6226","20.5660"
"221.7550","0.6230","20.5680"
"221.8550","0.6234","20.5694"
"221.9550","0.6238","20.5712"
"222.0550","0.6242","20.5751"
"222.1550","0.6246","20.5774"
"222.2550","0.6251","20.5816"
"222.3550","0.6255","20.5823"
"222.4550","0.6259","20.5854"
"222.5550","0.6263","20.5890"
"222.6550","0.6267","20.5885"
"222.7550","0.6271","20.5948"
"222.8550","0.6276","20.5967"
"222.9550","0.6280","20.5950"
"223.0550","0.6284","20.5993"
"223.1550","0.6288","20.6021"
"223.2550","0.6292","20.6034"
"223.3550","0.6296","20.6088"
"223.4550","0.6301","20.6108"
"223.5550","0.6305","20.6114"
"223.6550","0.6309","20.6157"
"223.7550","0.6313","20.6168"
"223.8550","0.6317","20.6189"
"223.9550","0.6321","20.6230"
"224.0550","0.6326","20.6238"
"224.1550","0.6330","20.6249"
"224.2550","0.6334","20.6298"
"224.3550","0.6338","20.6306"
"224.4550","0.6342","20.6328"
"224.5550","0.6346","20.6364"
"224.6550","0.6351","20.6366"
"224.7550","0.6355","20.6404"
"224.8550","0.6359","20.6427"
"224.9550","0.6363","20.6424"
"225.0550","0.6367","20.6463"
"225.1550","0.6371","20.6495"
"225.2550","0.6376","20.6489"
"225.3550","0.6380","20.6545"
"225.4550","0.6384","20.6542"
"225.5550","0.6388","20.6561"
"225.6550","0.6392","20.6583"
"225.7550","0.6396","20.6625"
"225.8550","0.6401","20.6651"
"225.9550","0.6405","20.6668"
"226.0550","0.6409","20.6693"
"226.1550","0.6413","20.6729"
"226.2550","0.6417","20.6730"
"226.3550","0.6421","20.6747"
"226.4550","0.6426","20.6797"
"226.5550","0.6430","20.6800"
"226.6550","0.6434","20.6827"
"226.7550","0.6438","20.6873"
"226.8550","0.6442","20.6893"
"226.9550","0.6446","20.6914"
"227.0550","0.6451","20.6928"
"227.1550","0.6455","20.6956"
"227.2550","0.6459","20.6947"
"227.3550","0.6463","20.6995"
"227.4550","0.6467","20.7011"
"227.5550","0.6471","20.7043"
"227.6550","0.6476","20.7082"
"227.7550","0.6480","20.7110"
"227.8550","0.6484","20.7102"
"227.9550","0.6488","20.7153"
"228.0550","0.6492","20.7184"
"228.1550","0.6496","20.7219"
"228.2550","0.6501","20.7242"
"228.3550","0.6505","20.7243"
"228.4550","0.6509","20.7276"
"228.5550","0.6513","20.7319"
"228.6550","0.6517","20.7296"
"228.7550","0.6521","20.7362"
"228.8550","0.6526","20.7366"
"228.9550","0.6530","20.7353"
"229.0550","0.6534","20.7408"
"229.1550","0.6538","20.7450"
"229.2550","0.6542","20.7436"
"229.3550","0.6546","20.7495"
"229.4550","0.6551","20.7518"
"229.5550","0.6555","20.7503"
"229.6550","0.6559","20.7526"
"229.7550","0.6563","20.7571"
"229.8550","0.6567","20.7590"
"229.9550","0.6571","20.7606"
"230.0550","0.6576","20.7634"
"230.1550","0.6580","20.7667"
"230.2550","0.6584","20.7687"
"230.3550","0.6588","20.7718"
"230.4550","0.6592","20.7712"
"230.5550","0.6596","20.7759"
"230.6550","0.6601","20.7776"
"230.7550","0.6605","20.7815"
"230.8550","0.6609","20.7832"
"230.9550","0.6613","20.7823"
"231.0550","0.6617","20.7876"
"231.1550","0.6621","20.7899"
"231.2550","0.6626","20.7902"
"231.3550","0.6630","20.7941"
"231.4550","0.6634","20.7981"
"231.5550","0.6638","20.7979"
"231.6550","0.6642","20.8032"
"231.7550","0.6647","20.8063"
"231.8550","0.6651","20.8049"
"231.9550","0.6655","20.8088"
"232.0550","0.6659","20.8093"
"232.1550","0.6663","20.8107"
"232.2550","0.6667","20.8137"
"232.3550","0.6671","20.8182"
"232.4550","0.6676","20.8179"
"232.5550","0.6680","20.8209"
"232.6550","0.6684","20.8231"
"232.7550","0.6688","20.8268"
"232.8550","0.6692","20.8272"
"232.9550","0.6696","20.8297"
"233.0550","0.6701","20.8324"
"233.1550","0.6705","20.8349"
"233.2550","0.6709","20.8340"
"233.3550","0.6713","20.8397"
"233.4550","0.6717","20.8420"
"233.5550","0.6721","20.8412"
"233.6550","0.6726","20.8431"
"233.7550","0.6730","20.8492"
"233.8550","0.6734","20.8474"
"233.9550","0.6738","20.8522"
"234.0550","0.6742","20.8544"
"234.1550","0.6746","20.8537"
"234.2550","0.6751","20.8561"
"234.3550","0.6755","20.8599"
"234.4550","0.6759","20.8610"
"234.5550","0.6763","20.8675"
"234.6550","0.6767","20.8677"
"234.7550","0.6771","20.8721"
"234.8550","0.6776","20.8716"
"234.9550","0.6780","20.8742"
"235.0550","0.6784","20.8776"
"235.1550","0.6788","20.8799"
"235.2550","0.6792","20.8802"
"235.3550","0.6796","20.8856"
"235.4550","0.6801","20.8846"
"235.5550","0.6805","20.8865"
"235.6550","0.6809","20.8915"
"235.7550","0.6813","20.8937"
"235.8550","0.6817","20.8949"
"235.9550","0.6821","20.8991"
"236.0550","0.6826","20.9002"
"236.1550","0.6830","20.9007"
"236.2550","0.6834","20.9043"
"236.3550","0.6838","20.9072"
"236.4550","0.6842","20.9088"
"236.5550","0.6846","20.9123"
"236.6550","0.6851","20.9129"
"236.7550","0.6855","20.9149"
"236.8550","0.6859","20.9177"
"236.9550","0.6863","20.9174"
"237.0550","0.6867","20.9229"
"237.1550","0.6871","20.9261"
"237.2550","0.6876","20.9228"
"237.3550","0.6880","20.9276"
"237.4550","0.6884","20.9305"
"237.5550","0.6888","20.9293"
"237.6550","0.6892","20.9344"
"237.7550","0.6896","20.9363"
"237.8550","0.6901","20.9352"
"237.9550","0.6905","20.9390"
"238.0550","0.6909","20.9410"
"238.1550","0.6913","20.9411"
"238.2550","0.6917","20.9451"
"238.3550","0.6921","20.9438"
"238.4550","0.6926","20.9467"
"238.5550","0.6930","20.9503"
"238.6550","0.6934","20.9530"
"238.7550","0.6938","20.9548"
"238.8550","0.6942","20.9571"
"238.9550","0.6946","20.9563"
"239.0550","0.6951","20.9590"
"239.1550","0.6955","20.9614"
"239.2550","0.6959","20.9623"
"239.3550","0.6963","20.9661"
"239.4550","0.6967","20.9688"
"239.5550","0.6971","20.9696"
"239.6550","0.6976","20.9735"
"239.7550","0.6980","20.9763"
"239.8550","0.6984","20.9759"
"239.9550","0.6988","20.9785"
"240.0550","0.6992","20.9846"
"240.1550","0.6996","20.9802"
"240.2550","0.7001","20.9839"
"240.3550","0.7005","20.9867"
"240.4550","0.7009","20.9891"
"240.5550","0.7013","20.9923"
"240.6550","0.7017","20.9935"
"240.7550","0.7021","20.9945"
"240.8550","0.7026","20.9991"
"240.9550","0.7030","20.9997"
"241.0550","0.7034","21.0019"
"241.1550","0.7038","21.0059"
"241.2550","0.7042","21.0061"
"241.3550","0.7046","21.0096"
"241.4550","0.7051","21.0139"
"241.5550","0.7055","21.0087"
"241.6550","0.7059","21.0155"
"241.7550","0.7063","21.0179"
"241.8550","0.7067","21.0181"
"241.9550","0.7071","21.0218"
"242.0550","0.7076","21.0270"
"242.1550","0.7080","21.0226"
"242.2550","0.7084","21.0274"
"242.3550","0.7088","21.0306"
"242.4550","0.7092","21.0284"
"242.5550","0.7096","21.0310"
"242.6550","0.7101","21.0346"
"242.7550","0.7105","21.0370"
"242.8550","0.7109","21.0393"
"242.9550","0.7113","21.0411"
"243.0550","0.7117","21.0441"
"243.1550","0.7121","21.0433"
"243.2550","0.7126","21.0467"
"243.3550","0.7130","21.0463"
"243.4550","0.7134","21.0519"
"243.5550","0.7138","21.0525"
"243.6550","0.7142","21.0557"
"243.7550","0.7146","21.0577"
"243.8550","0.7151","21.0575"
"243.9550","0.7155","21.0621"
"244.0550","0.7159","21.0650"
"244.1550","0.7163","21.0638"
"244.2550","0.7167","21.0685"
"244.3550","0.7171","21.0685"
"244.4550","0.7176","21.0704"
"244.5550","0.7180","21.0730"
"244.6550","0.7184","21.0773"
"244.7550","0.7188","21.0757"
"244.8550","0.7192","21.0800"
"244.9550","0.7196","21.0814"
"245.0550","0.7201","21.0840"
"245.1550","0.7205","21.0861"
"245.2550","0.7209","21.0882"
"245.3550","0.7213","21.0919"
"245.4550","0.7217","21.0926"
"245.5550","0.7221","21.0929"
"245.6550","0.7226","21.0957"
"245.7550","0.7230","21.0974"
"245.8550","0.7234","21.0990"
"245.9550","0.7238","21.1036"
"246.0550","0.7242","21.1044"
"246.1550","0.7246","21.1034"
"246.2550","0.7251","21.1086"
"246.3550","0.7255","21.1115"
"246.4550","0.7259","21.1097"
"246.5550","0.7263","21.1125"
"246.6550","0.7267","21.1142"
"246.7550","0.7271","21.1142"
"246.8550","0.7276","21.1177"
"246.9550","0.7280","21.1212"
"247.0550","0.7284","21.1204"
"247.1550","0.7288","21.1226"
"247.2550","0.7292","21.1258"
"247.3550","0.7296","21.1284"
"247.4550","0.7301","21.1325"
"247.5550","0.7305","21.1314"
"247.6550","0.7309","21.1374"
"247.7550","0.7313","21.1383"
"247.8550","0.7317","21.1371"
"247.9550","0.7321","21.1408"
"248.0550","0.7326","21.1415"
"248.1550","0.7330","21.1419"
"248.2550","0.7334","21.1460"
"248.3550","0.7338","21.1470"
"248.4550","0.7342","21.1475"
"248.5550","0.7346","21.1543"
"248.6550","0.7351","21.1530"
"248.7550","0.7355","21.1548"
"248.8550","0.7359","21.1583"
"248.9550","0.7363","21.1599"
"249.0550","0.7367","21.1608"
"249.1550","0.7371","21.1638"
"249.2550","0.7376","21.1648"
"249.3550","0.7380","21.1675"
"249.4550","0.7384","21.1704"
"249.5550","0.7388","21.1715"
"249.6550","0.7392","21.1737"
"249.7550","0.7396","21.1775"
"249.8550","0.7401","21.1758"
"249.9550","0.7405","21.1806"
"250.0550","0.7409","21.1829"
"250.1550","0.7413","21.1798"
"250.2550","0.7417","21.1827"
"250.3550","0.7421","21.1864"
"250.4550","0.7426","21.1870"
"250.5550","0.7430","21.1900"
"250.6550","0.7434","21.1931"
"250.7550","0.7438","21.1937"
"250.8550","0.7442","21.1970"
"250.9550","0.7446","21.1997"
"251.0550","0.7451","21.1981"
"251.1550","0.7455","21.2038"
"251.2550","0.7459","21.2033"
"251.3550","0.7463","21.2056"
"251.4550","0.7467","21.2067"
"251.5550","0.7471","21.2083"
"251.6550","0.7476","21.2107"
"251.7550","0.7480","21.2152"
"251.8550","0.7484","21.2145"
"251.9550","0.7488","21.2184"
"252.0550","0.7492","21.2183"
"252.1550","0.7496","21.2175"
"252.2550","0.7501","21.2216"
"252.3550","0.7505","21.2252"
"252.4550","0.7509","21.2255"
"252.5550","0.7513","21.2276"
"252.6550","0.7517","21.2302"
"252.7550","0.7521","21.2327"
"252.8550","0.7526","21.2346"
"252.9550","0.7530","21.2387"
"253.0550","0.7534","21.2372"
"253.1550","0.7538","21.2401"
"253.2550","0.7542","21.2413"
"253.3550","0.7546","21.2417"
"253.4550","0.7551","21.2439"
"253.5550","0.7555","21.2465"
"253.6550","0.7559","21.2473"
"253.7550","0.7563","21.2518"
"253.8550","0.7567","21.2501"
"253.9550","0.7571","21.2534"
"254.0550","0.7576","21.2563"
"254.1550","0.7580","21.2569"
"254.2550","0.7584","21.2594"
"254.3550","0.7588","21.2629"
"254.4550","0.7592","21.2585"
"254.5550","0.7596","21.2639"
"254.6550","0.7601","21.2653"
"254.7550","0.7605","21.2648"
"254.8550","0.7609","21.2697"
"254.9550","0.7613","21.2723"
"255.0550","0.7617","21.2704"
"255.1550","0.7621","21.2749"
"255.2550","0.7626","21.2779"
"255.3550","0.7630","21.2795"
"255.4550","0.7634","21.2810"
"255.5550","0.7638","21.2829"
"255.6550","0.7642","21.2852"
"255.7550","0.7646","21.2868"
"255.8550","0.7651","21.2865"
"255.9550","0.7655","21.2921"
"256.0550","0.7659","21.2919"
"256.1550","0.7663","21.2934"
"256.2550","0.7667","21.2944"
"256.3550","0.7671","21.2991"
"256.4550","0.7676","21.2987"
"256.5550","0.7680","21.3042"
"256.6550","0.7684","21.3035"
"256.7550","0.7688","21.3032"
"256.8550","0.7692","21.3070"
"256.9550","0.7696","21.3088"
"257.0550","0.7701","21.3095"
"257.1550","0.7705","21.3153"
"257.2550","0.7709","21.3162"
"257.3550","0.7713","21.3167"
"257.4550","0.7717","21.3193"
"257.5550","0.7721","21.3209"
"257.6550","0.7726","21.3235"
"257.7550","0.7730","21.3256"
"257.8550","0.7734","21.3249"
"257.9550","0.7738","21.3276"
"258.0550","0.7742","21.3280"
"258.1550","0.7746","21.3297"
"258.2550","0.7751","21.3338"
"258.3550","0.7755","21.3353"
"258.4550","0.7759","21.3345"
"258.5550","0.7763","21.3377"
"258.6550","0.7767","21.3399"
"258.7550","0.7771","21.3400"
"258.8550","0.7776","21.3445"
"258.9550","0.7780","21.3459"
"259.0550","0.7784","21.3441"
"259.1550","0.7788","21.3478"
"259.2550","0.7792","21.3495"
"259.3550","0.7796","21.3492"
"259.4550","0.7801","21.3523"
"259.5550","0.7805","21.3539"
"259.6550","0.7809","21.3551"
"259.7550","0.7813","21.3575"
"259.8550","0.7817","21.3588"
"259.9550","0.7821","21.3609"
"260.0550","0.7826","21.3635"
"260.1550","0.7830","21.3623"
"260.2550","0.7834","21.3670"
"260.3550","0.7838","21.3691"
"260.4550","0.7842","21.3678"
"260.5550","0.7846","21.3736"
"260.6550","0.7851","21.3749"
"260.7550","0.7855","21.3730"
"260.8550","0.7859","21.3781"
"260.9550","0.7863","21.3791"
"261.0550","0.7867","21.3773"
"261.1550","0.7871","21.3816"
"261.2550","0.7876","21.3839"
"261.3550","0.7880","21.3831"
"261.4550","0.7884","21.3872"
"261.5550","0.7888","21.3858"
"261.6550","0.7892","21.3892"
"261.7550","0.7896","21.3912"
"261.8550","0.7901","21.3924"
"261.9550","0.7905","21.3960"
"262.0550","0.7909","21.3960"
"262.1550","0.7913","21.3975"
"262.2550","0.7917","21.3982"
"262.3550","0.7921","21.4000"
"262.4550","0.7926","21.4008"
"262.5550","0.7930","21.4024"
"262.6550","0.7934","21.4060"
"262.7550","0.7938","21.4033"
"262.8550","0.7942","21.4093"
"262.9550","0.7946","21.4118"
"263.0550","0.7951","21.4104"
"263.1550","0.7955","21.4132"
"263.2550","0.7959","21.4144"
"263.3550","0.7963","21.4140"
"263.4550","0.7967","21.4183"
"263.5550","0.7971","21.4204"
"263.6550","0.7976","21.4203"
"263.7550","0.7980","21.4228"
"263.8550","0.7984","21.4252"
"263.9550","0.7988","21.4266"
"264.0550","0.7992","21.4289"
"264.1550","0.7996","21.4277"
"264.2550","0.8001","21.4327"
"264.3550","0.8005","21.4329"
"264.4550","0.8009","21.4328"
"264.5550","0.8013","21.4357"
"264.6550","0.8017","21.4392"
"264.7550","0.8021","21.4374"
"264.8550","0.8026","21.4412"
"264.9550","0.8030","21.4428"
"265.0550","0.8034","21.4406"
"265.1550","0.8038","21.4451"
"265.2550","0.8042","21.4490"
"265.3550","0.8046","21.4502"
"265.4550","0.8051","21.4523"
"265.5550","0.8055","21.4534"
"265.6550","0.8059","21.4540"
"265.7550","0.8063","21.4556"
"265.8550","0.8067","21.4576"
"265.9550","0.8071","21.4584"
"266.0550","0.8076","21.4626"
"266.1550","0.8080","21.4618"
"266.2550","0.8084","21.4645"
"266.3550","0.8088","21.4649"
"266.4550","0.8092","21.4652"
"266.5550","0.8096","21.4690"
"266.6550","0.8101","21.4712"
"266.7550","0.8105","21.4696"
"266.8550","0.8109","21.4740"
"266.9550","0.8113","21.4751"
"267.0550","0.8117","21.4761"
"267.1550","0.8121","21.4783"
"267.2550","0.8126","21.4832"
"267.3550","0.8130","21.4792"
"267.4550","0.8134","21.4838"
"267.5550","0.8138","21.4845"
"267.6550","0.8142","21.4853"
"267.7550","0.8146","21.4885"
"267.8550","0.8151","21.4904"
"267.9550","0.8155","21.4896"
"268.0550","0.8159","21.4922"
"268.1550","0.8163","21.4934"
"268.2550","0.8167","21.4968"
"268.3550","0.8171","21.4967"
"268.4550","0.8176","21.4980"
"268.5550","0.8180","21.5028"
"268.6550","0.8184","21.5033"
"268.7550","0.8188","21.5027"
"268.8550","0.8192","21.5068"
"268.9550","0.8196","21.5068"
"269.0550","0.8201","21.5065"
"269.1550","0.8205","21.5085"
"269.2550","0.8209","21.5117"
"269.3550","0.8213","21.5080"
"269.4550","0.8217","21.5170"
"269.5550","0.8221","21.5183"
"269.6550","0.8226","21.5161"
"269.7550","0.8230","21.5189"
"269.8550","0.8234","21.5200"
"269.9550","0.8238","21.5216"
"270.0550","0.8242","21.5251"
"270.1550","0.8246","21.5252"
"270.2550","0.8251","21.5259"
"270.3550","0.8255","21.5266"
"270.4550","0.8259","21.5280"
"270.5550","0.8263","21.5299"
"270.6550","0.8267","21.5330"
"270.7550","0.8271","21.5328"
"270.8550","0.8276","21.5342"
"270.9550","0.8280","21.5354"
"271.0550","0.8284","21.5355"
"271.1550","0.8288","21.5390"
"271.2550","0.8292","21.5388"
"271.3550","0.8296","21.5391"
