database,series,ni_at,T_C,label,fraction,alpha_solvus_C,solidus_C
mpea-02b,C_measured,6.2,750.0,A1_FCC,0.9103087034187224,,1310.0
mpea-02b,C_measured,6.2,750.0,B2_BCC[ordered],0.08969129660413165,,1310.0
mpea-02b,C_measured,6.2,775.0,A1_FCC,0.9177300873201023,,1310.0
mpea-02b,C_measured,6.2,775.0,B2_BCC[ordered],0.0822699126458594,,1310.0
mpea-02b,C_measured,6.2,800.0,A1_FCC,0.9253836874101973,,1310.0
mpea-02b,C_measured,6.2,800.0,B2_BCC[ordered],0.07461631259708046,,1310.0
mpea-02b,C_measured,6.2,825.0,A1_FCC,0.9332518628013972,,1310.0
mpea-02b,C_measured,6.2,825.0,B2_BCC[ordered],0.06674813719801788,,1310.0
mpea-02b,C_measured,6.2,850.0,A1_FCC,0.9413188836287201,,1310.0
mpea-02b,C_measured,6.2,850.0,B2_BCC[ordered],0.058681116811974104,,1310.0
mpea-02b,C_measured,6.2,875.0,A1_FCC,0.9495709472902929,,1310.0
mpea-02b,C_measured,6.2,875.0,B2_BCC[ordered],0.05042905281187632,,1310.0
mpea-02b,C_measured,6.2,900.0,A1_FCC,0.9579961991210504,,1310.0
mpea-02b,C_measured,6.2,900.0,B2_BCC[ordered],0.042003800892571455,,1310.0
mpea-02b,C_measured,6.2,925.0,A1_FCC,0.9665848232330508,,1310.0
mpea-02b,C_measured,6.2,925.0,B2_BCC[ordered],0.03341517675655324,,1310.0
mpea-02b,C_measured,6.2,950.0,A1_FCC,0.9753293672160843,,1310.0
mpea-02b,C_measured,6.2,950.0,B2_BCC[ordered],0.02467063278734822,,1310.0
mpea-02b,C_measured,6.6,1000.0,A1_FCC,0.98127575471026,,1310.0
mpea-02b,C_measured,6.6,1000.0,B2_BCC[ordered],0.018724245308783014,,1310.0
mpea-02b,C_measured,6.6,1010.0,A1_FCC,0.9846215231268385,,1310.0
mpea-02b,C_measured,6.6,1010.0,B2_BCC[ordered],0.015378476878303843,,1310.0
mpea-02b,C_measured,6.6,1020.0,A1_FCC,0.9879480908078484,,1310.0
mpea-02b,C_measured,6.6,1020.0,B2_BCC[ordered],0.012051909209717784,,1310.0
mpea-02b,C_measured,6.6,1030.0,A1_FCC,0.991245384850422,,1310.0
mpea-02b,C_measured,6.6,1030.0,B2_BCC[ordered],0.008754615159052107,,1310.0
mpea-02b,C_measured,6.6,1040.0,A1_FCC,0.9944993297726562,,1310.0
mpea-02b,C_measured,6.6,1040.0,B2_BCC[ordered],0.0055006702316751106,,1310.0
mpea-02b,C_measured,6.6,1050.0,A1_FCC,0.9976893391286656,,1310.0
mpea-02b,C_measured,6.6,1050.0,B2_BCC[ordered],0.002310660878808381,,1310.0
mpea-02b,C_measured,6.6,1060.0,A1_FCC,0.9999999999968084,,1310.0
mpea-02b,C_measured,6.6,1070.0,A1_FCC,1.0000000000137688,,1310.0
mpea-02b,C_measured,6.6,1080.0,A1_FCC,0.9999999999872108,,1310.0
mpea-02b,C_measured,6.6,1090.0,A1_FCC,0.9999999999854988,,1310.0
mpea-02b,C_measured,6.6,1100.0,A1_FCC,0.9090804703745899,,1310.0
mpea-02b,C_measured,6.6,1100.0,B2_BCC[A2],0.09091952944118602,,1310.0
mpea-02b,C_measured,6.6,1110.0,B2_BCC[A2],0.14835649415509566,,1310.0
mpea-02b,C_measured,6.6,1110.0,A1_FCC,0.8516435058444288,,1310.0
mpea-02b,C_measured,6.6,1120.0,B2_BCC[A2],0.20649618556448543,,1310.0
mpea-02b,C_measured,6.6,1120.0,A1_FCC,0.7935038144845477,,1310.0
mpea-02b,C_measured,6.6,1130.0,B2_BCC[A2],0.2650026720968492,,1310.0
mpea-02b,C_measured,6.6,1130.0,A1_FCC,0.7349973279498995,,1310.0
mpea-02b,C_measured,6.6,1140.0,B2_BCC[A2],0.32344562360590595,,1310.0
mpea-02b,C_measured,6.6,1140.0,A1_FCC,0.6765543764235414,,1310.0
mpea-02b,C_measured,6.6,1150.0,B2_BCC[A2],0.3813024507795533,,1310.0
mpea-02b,C_measured,6.6,1150.0,A1_FCC,0.6186975492448412,,1310.0
mpea-02b,C_measured,6.6,1160.0,A1_FCC,0.5620242435107805,,1310.0
mpea-02b,C_measured,6.6,1160.0,B2_BCC[A2],0.4379757564745113,,1310.0
mpea-02b,C_measured,6.6,1170.0,A1_FCC,0.5071697963434351,,1310.0
mpea-02b,C_measured,6.6,1170.0,B2_BCC[A2],0.49283020369137104,,1310.0
mpea-02b,C_measured,6.6,1180.0,A1_FCC,0.454751990349513,,1310.0
mpea-02b,C_measured,6.6,1180.0,B2_BCC[A2],0.5452480096512105,,1310.0
mpea-02b,C_measured,6.6,1190.0,A1_FCC,0.40530553831040633,,1310.0
mpea-02b,C_measured,6.6,1190.0,B2_BCC[A2],0.5946944616713009,,1310.0
mpea-02b,C_measured,6.6,1200.0,A1_FCC,0.359222249593473,,1310.0
mpea-02b,C_measured,6.6,1200.0,B2_BCC[A2],0.6407777504227228,,1310.0
mpea-02b,C_measured,6.6,1210.0,A1_FCC,0.3167137395815502,,1310.0
mpea-02b,C_measured,6.6,1210.0,B2_BCC[A2],0.6832862604455,,1310.0
mpea-02b,C_measured,6.6,1220.0,A1_FCC,1.0000000000210734,,1310.0
mpea-02b,C_measured,6.6,1230.0,A1_FCC,0.9999999999772796,,1310.0
mpea-02b,C_measured,6.6,1240.0,A1_FCC,0.9999999999896343,,1310.0
mpea-02b,C_measured,6.6,1250.0,A1_FCC,0.9999999999652038,,1310.0
mpea-02b,C_measured,6.6,1260.0,A1_FCC,1.0000000000170748,,1310.0
mpea-02b,C_measured,6.6,1270.0,A1_FCC,1.0000000000001725,,1310.0
mpea-02b,C_measured,6.6,1280.0,A1_FCC,1.000000000017532,,1310.0
mpea-02b,C_measured,6.6,1290.0,A1_FCC,1.00000000000792,,1310.0
mpea-02b,C_measured,6.6,1300.0,A1_FCC,0.9999999999914594,,1310.0
mpea-02b,C_measured,6.6,1310.0,LIQUID,0.14723964705141707,,1310.0
mpea-02b,C_measured,6.6,1310.0,A1_FCC,0.8527603529441624,,1310.0
mpea-02b,C_measured,6.6,1320.0,LIQUID,0.3891124027720168,,1310.0
mpea-02b,C_measured,6.6,1320.0,A1_FCC,0.6108875971697958,,1310.0
mpea-02b,C_measured,6.6,1330.0,A1_FCC,0.3472537269327407,,1310.0
mpea-02b,C_measured,6.6,1330.0,LIQUID,0.6527462730326773,,1310.0
mpea-02b,C_measured,6.6,1340.0,LIQUID,0.939425898005514,,1310.0
mpea-02b,C_measured,6.6,1340.0,A1_FCC,0.060574101997514875,,1310.0
mpea-02b,C_measured,6.6,1350.0,LIQUID,1.0000000000185103,,1310.0
mpea-02b,C_measured,6.6,1360.0,LIQUID,1.0000000000059253,,1310.0
mpea-02b,C_measured,6.6,1370.0,LIQUID,0.9999999999896619,,1310.0
mpea-02b,C_measured,6.6,1380.0,LIQUID,1.0000000000067544,,1310.0
mpea-02b,C_measured,6.6,1390.0,LIQUID,1.0000000000068214,,1310.0
mpea-02b,C_measured,6.6,1400.0,LIQUID,0.9999999999981098,,1310.0
mpea-02b,C_measured,6.6,400.0,A1_FCC,0.8231183714528791,,1310.0
mpea-02b,C_measured,6.6,400.0,B2_BCC[ordered],0.16666792771198607,,1310.0
mpea-02b,C_measured,6.6,400.0,M23C6_D84,0.010213711488323752,,1310.0
mpea-02b,C_measured,6.6,425.0,A1_FCC,0.8307305472844166,,1310.0
mpea-02b,C_measured,6.6,425.0,B2_BCC[ordered],0.16437010466142798,,1310.0
mpea-02b,C_measured,6.6,425.0,M23C6_D84,0.004899359216952509,,1310.0
mpea-02b,C_measured,6.6,450.0,A1_FCC,0.8383516020283366,,1310.0
mpea-02b,C_measured,6.6,450.0,B2_BCC[ordered],0.16164839796905162,,1310.0
mpea-02b,C_measured,6.6,475.0,A1_FCC,0.8413239716870496,,1310.0
mpea-02b,C_measured,6.6,475.0,B2_BCC[ordered],0.15867602830797262,,1310.0
mpea-02b,C_measured,6.6,500.0,A1_FCC,0.8447594868535747,,1310.0
mpea-02b,C_measured,6.6,500.0,B2_BCC[ordered],0.15524051314637344,,1310.0
mpea-02b,C_measured,6.6,525.0,B2_BCC[ordered],0.1513478695654563,,1310.0
mpea-02b,C_measured,6.6,525.0,A1_FCC,0.8486521304275979,,1310.0
mpea-02b,C_measured,6.6,550.0,A1_FCC,0.8529901519153301,,1310.0
mpea-02b,C_measured,6.6,550.0,B2_BCC[ordered],0.1470098480876119,,1310.0
mpea-02b,C_measured,6.6,575.0,A1_FCC,0.8577568973728323,,1310.0
mpea-02b,C_measured,6.6,575.0,B2_BCC[ordered],0.14224310262942966,,1310.0
mpea-02b,C_measured,6.6,600.0,A1_FCC,0.8629317842994931,,1310.0
mpea-02b,C_measured,6.6,600.0,B2_BCC[ordered],0.1370682156901834,,1310.0
mpea-02b,C_measured,6.6,625.0,B2_BCC[ordered],0.13150866038940354,,1310.0
mpea-02b,C_measured,6.6,625.0,A1_FCC,0.8684913396183362,,1310.0
mpea-02b,C_measured,6.6,650.0,A1_FCC,0.8744102206014599,,1310.0
mpea-02b,C_measured,6.6,650.0,B2_BCC[ordered],0.12558977938909782,,1310.0
mpea-02b,C_measured,6.6,675.0,A1_FCC,0.8806621495050762,,1310.0
mpea-02b,C_measured,6.6,675.0,B2_BCC[ordered],0.11933785051269895,,1310.0
mpea-02b,C_measured,6.6,700.0,A1_FCC,0.8872207102506817,,1310.0
mpea-02b,C_measured,6.6,700.0,B2_BCC[ordered],0.11277928975977462,,1310.0
mpea-02b,C_measured,6.6,725.0,A1_FCC,0.8940599763730903,,1310.0
mpea-02b,C_measured,6.6,725.0,B2_BCC[ordered],0.10594002361808452,,1310.0
mpea-02b,C_measured,6.6,750.0,A1_FCC,0.9011549564946116,,1310.0
mpea-02b,C_measured,6.6,750.0,B2_BCC[ordered],0.09884504351662006,,1310.0
mpea-02b,C_measured,6.6,775.0,A1_FCC,0.908481857203308,,1310.0
mpea-02b,C_measured,6.6,775.0,B2_BCC[ordered],0.09151814279561114,,1310.0
mpea-02b,C_measured,6.6,800.0,A1_FCC,0.9160181693733913,,1310.0
mpea-02b,C_measured,6.6,800.0,B2_BCC[ordered],0.08398183062982875,,1310.0
mpea-02b,C_measured,6.6,825.0,A1_FCC,0.9237425827160037,,1310.0
mpea-02b,C_measured,6.6,825.0,B2_BCC[ordered],0.07625741726990441,,1310.0
mpea-02b,C_measured,6.6,850.0,B2_BCC[ordered],0.06836527791570085,,1310.0
mpea-02b,C_measured,6.6,850.0,A1_FCC,0.9316347228255651,,1310.0
mpea-02b,C_measured,6.6,875.0,B2_BCC[ordered],0.06032532149065782,,1310.0
mpea-02b,C_measured,6.6,875.0,A1_FCC,0.9396746786720135,,1310.0
mpea-02b,C_measured,6.6,900.0,B2_BCC[ordered],0.05215774933525855,,1310.0
mpea-02b,C_measured,6.6,900.0,A1_FCC,0.9478422507073554,,1310.0
mpea-02b,C_measured,6.6,925.0,A1_FCC,0.956115739055601,,1310.0
mpea-02b,C_measured,6.6,925.0,B2_BCC[ordered],0.04388426095452381,,1310.0
mpea-02b,C_measured,6.6,950.0,B2_BCC[ordered],0.03553008821102294,,1310.0
mpea-02b,C_measured,6.6,950.0,A1_FCC,0.9644699118041685,,1310.0
mpea-02b,C_measured,7.0,1000.0,B2_BCC[ordered],0.030046181289625273,,1310.0
mpea-02b,C_measured,7.0,1000.0,A1_FCC,0.9699538187147327,,1310.0
mpea-02b,C_measured,7.0,1010.0,B2_BCC[ordered],0.02694887318265385,,1310.0
mpea-02b,C_measured,7.0,1010.0,A1_FCC,0.9730511268097901,,1310.0
mpea-02b,C_measured,7.0,1020.0,A1_FCC,0.9760987591571254,,1310.0
mpea-02b,C_measured,7.0,1020.0,B2_BCC[ordered],0.023901240847903182,,1310.0
mpea-02b,C_measured,7.0,1030.0,A1_FCC,0.9790797905640783,,1310.0
mpea-02b,C_measured,7.0,1030.0,B2_BCC[ordered],0.020920209442242044,,1310.0
mpea-02b,C_measured,7.0,1040.0,A1_FCC,0.9819705609955126,,1310.0
mpea-02b,C_measured,7.0,1040.0,B2_BCC[ordered],0.018029439045203446,,1310.0
mpea-02b,C_measured,7.0,1050.0,A1_FCC,0.9847363837225694,,1310.0
mpea-02b,C_measured,7.0,1050.0,B2_BCC[ordered],0.015263616298192182,,1310.0
mpea-02b,C_measured,7.0,1060.0,A1_FCC,0.9873230802509274,,1310.0
mpea-02b,C_measured,7.0,1060.0,B2_BCC[ordered],0.012676919787125164,,1310.0
mpea-02b,C_measured,7.0,1070.0,A1_FCC,0.9896380193286853,,1310.0
mpea-02b,C_measured,7.0,1070.0,B2_BCC[ordered],0.010361980694737864,,1310.0
mpea-02b,C_measured,7.0,1080.0,A1_FCC,0.9914983755267565,,1310.0
mpea-02b,C_measured,7.0,1080.0,B2_BCC[ordered],0.008501624488408263,,1310.0
mpea-02b,C_measured,7.0,1090.0,A1_FCC,0.9924267489137281,,1310.0
mpea-02b,C_measured,7.0,1090.0,B2_BCC[ordered],0.007573251108237567,,1310.0
mpea-02b,C_measured,7.0,1100.0,A1_FCC,0.9347255200230764,,1310.0
mpea-02b,C_measured,7.0,1100.0,B2_BCC[A2],0.06527447987979237,,1310.0
mpea-02b,C_measured,7.0,1110.0,A1_FCC,0.8770645110425133,,1310.0
mpea-02b,C_measured,7.0,1110.0,B2_BCC[A2],0.12293548894009657,,1310.0
mpea-02b,C_measured,7.0,1120.0,A1_FCC,0.8185385939134564,,1310.0
mpea-02b,C_measured,7.0,1120.0,B2_BCC[A2],0.1814614061898405,,1310.0
mpea-02b,C_measured,7.0,1130.0,A1_FCC,0.7594511033164943,,1310.0
mpea-02b,C_measured,7.0,1130.0,B2_BCC[A2],0.24054889673360824,,1310.0
mpea-02b,C_measured,7.0,1140.0,A1_FCC,0.7002013419836464,,1310.0
mpea-02b,C_measured,7.0,1140.0,B2_BCC[A2],0.2997986580498409,,1310.0
mpea-02b,C_measured,7.0,1150.0,A1_FCC,0.641288014966509,,1310.0
mpea-02b,C_measured,7.0,1150.0,B2_BCC[A2],0.35871198505828883,,1310.0
mpea-02b,C_measured,7.0,1160.0,A1_FCC,0.5832991486837241,,1310.0
mpea-02b,C_measured,7.0,1160.0,B2_BCC[A2],0.4167008513572615,,1310.0
mpea-02b,C_measured,7.0,1170.0,A1_FCC,0.5268828479302646,,1310.0
mpea-02b,C_measured,7.0,1170.0,B2_BCC[A2],0.4731171520698919,,1310.0
mpea-02b,C_measured,7.0,1180.0,A1_FCC,0.47269678588504943,,1310.0
mpea-02b,C_measured,7.0,1180.0,B2_BCC[A2],0.5273032141520494,,1310.0
mpea-02b,C_measured,7.0,1190.0,A1_FCC,0.421341684398662,,1310.0
mpea-02b,C_measured,7.0,1190.0,B2_BCC[A2],0.5786583155996126,,1310.0
mpea-02b,C_measured,7.0,1200.0,A1_FCC,0.37329286603613565,,1310.0
mpea-02b,C_measured,7.0,1200.0,B2_BCC[A2],0.6267071339856864,,1310.0
mpea-02b,C_measured,7.0,1210.0,A1_FCC,0.3288487292494826,,1310.0
mpea-02b,C_measured,7.0,1210.0,B2_BCC[A2],0.6711512707702788,,1310.0
mpea-02b,C_measured,7.0,1220.0,A1_FCC,0.9999999999911171,,1310.0
mpea-02b,C_measured,7.0,1230.0,A1_FCC,1.0000000000114986,,1310.0
mpea-02b,C_measured,7.0,1240.0,A1_FCC,1.0000000000214464,,1310.0
mpea-02b,C_measured,7.0,1250.0,A1_FCC,1.000000000005505,,1310.0
mpea-02b,C_measured,7.0,1260.0,A1_FCC,0.9999999999789612,,1310.0
mpea-02b,C_measured,7.0,1270.0,A1_FCC,0.9999999999841993,,1310.0
mpea-02b,C_measured,7.0,1280.0,A1_FCC,1.0000000000206013,,1310.0
mpea-02b,C_measured,7.0,1290.0,A1_FCC,1.0000000000024947,,1310.0
mpea-02b,C_measured,7.0,1300.0,A1_FCC,0.9999999999760161,,1310.0
mpea-02b,C_measured,7.0,1310.0,A1_FCC,0.8024442509517189,,1310.0
mpea-02b,C_measured,7.0,1310.0,LIQUID,0.19755574905335446,,1310.0
mpea-02b,C_measured,7.0,1320.0,A1_FCC,0.564239502464207,,1310.0
mpea-02b,C_measured,7.0,1320.0,LIQUID,0.43576049749664775,,1310.0
mpea-02b,C_measured,7.0,1330.0,LIQUID,0.6948736691707449,,1310.0
mpea-02b,C_measured,7.0,1330.0,A1_FCC,0.30512633084456087,,1310.0
mpea-02b,C_measured,7.0,1340.0,A1_FCC,0.023571789606069714,,1310.0
mpea-02b,C_measured,7.0,1340.0,LIQUID,0.9764282103583246,,1310.0
mpea-02b,C_measured,7.0,1350.0,LIQUID,0.9999999999702388,,1310.0
mpea-02b,C_measured,7.0,1360.0,LIQUID,0.9999999999755399,,1310.0
mpea-02b,C_measured,7.0,1370.0,LIQUID,1.0000000000189009,,1310.0
mpea-02b,C_measured,7.0,1380.0,LIQUID,0.9999999999928578,,1310.0
mpea-02b,C_measured,7.0,1390.0,LIQUID,1.0000000000066172,,1310.0
mpea-02b,C_measured,7.0,1400.0,LIQUID,0.9999999999802917,,1310.0
mpea-02b,C_measured,7.0,400.0,B2_BCC[A2],0.0015301359960491715,,1310.0
mpea-02b,C_measured,7.0,400.0,A1_FCC,0.8121808200488578,,1310.0
mpea-02b,C_measured,7.0,400.0,B2_BCC[ordered],0.17549524492927815,,1310.0
mpea-02b,C_measured,7.0,400.0,M23C6_D84,0.010793802713136501,,1310.0
mpea-02b,C_measured,7.0,425.0,A1_FCC,0.8211543782144995,,1310.0
mpea-02b,C_measured,7.0,425.0,B2_BCC[ordered],0.17318132255217653,,1310.0
mpea-02b,C_measured,7.0,425.0,M23C6_D84,0.005664309333326584,,1310.0
mpea-02b,C_measured,7.0,450.0,A1_FCC,0.8295785405109306,,1310.0
mpea-02b,C_measured,7.0,450.0,B2_BCC[ordered],0.1704214594859947,,1310.0
mpea-02b,C_measured,7.0,475.0,A1_FCC,0.8325559476843093,,1310.0
mpea-02b,C_measured,7.0,475.0,B2_BCC[ordered],0.16744405230564205,,1310.0
mpea-02b,C_measured,7.0,500.0,A1_FCC,0.8359993014005468,,1310.0
mpea-02b,C_measured,7.0,500.0,B2_BCC[ordered],0.164000698603898,,1310.0
mpea-02b,C_measured,7.0,525.0,A1_FCC,0.8399010488606151,,1310.0
mpea-02b,C_measured,7.0,525.0,B2_BCC[ordered],0.1600989511313086,,1310.0
mpea-02b,C_measured,7.0,550.0,A1_FCC,0.8442477178988758,,1310.0
mpea-02b,C_measured,7.0,550.0,B2_BCC[ordered],0.1557522821155938,,1310.0
mpea-02b,C_measured,7.0,575.0,A1_FCC,0.8490208047667015,,1310.0
mpea-02b,C_measured,7.0,575.0,B2_BCC[ordered],0.150979195234639,,1310.0
mpea-02b,C_measured,7.0,600.0,B2_BCC[ordered],0.14580219400384795,,1310.0
mpea-02b,C_measured,7.0,600.0,A1_FCC,0.8541978060092376,,1310.0
mpea-02b,C_measured,7.0,625.0,B2_BCC[ordered],0.1402466954876073,,1310.0
mpea-02b,C_measured,7.0,625.0,A1_FCC,0.859753304497609,,1310.0
mpea-02b,C_measured,7.0,650.0,A1_FCC,0.865660022480665,,1310.0
mpea-02b,C_measured,7.0,650.0,B2_BCC[ordered],0.1343399774989089,,1310.0
mpea-02b,C_measured,7.0,675.0,A1_FCC,0.8718897673433548,,1310.0
mpea-02b,C_measured,7.0,675.0,B2_BCC[ordered],0.12811023267157506,,1310.0
mpea-02b,C_measured,7.0,700.0,A1_FCC,0.8784142164071248,,1310.0
mpea-02b,C_measured,7.0,700.0,B2_BCC[ordered],0.12158578359229842,,1310.0
mpea-02b,C_measured,7.0,725.0,A1_FCC,0.885205508231203,,1310.0
mpea-02b,C_measured,7.0,725.0,B2_BCC[ordered],0.1147944917677596,,1310.0
mpea-02b,C_measured,7.0,750.0,A1_FCC,0.8922366255413323,,1310.0
mpea-02b,C_measured,7.0,750.0,B2_BCC[ordered],0.10776337447727775,,1310.0
mpea-02b,C_measured,7.0,775.0,A1_FCC,0.8994815671991677,,1310.0
mpea-02b,C_measured,7.0,775.0,B2_BCC[ordered],0.10051843280265772,,1310.0
mpea-02b,C_measured,7.0,800.0,A1_FCC,0.9069153097333081,,1310.0
mpea-02b,C_measured,7.0,800.0,B2_BCC[ordered],0.09308469028738746,,1310.0
mpea-02b,C_measured,7.0,825.0,B2_BCC[ordered],0.08548644933276496,,1310.0
mpea-02b,C_measured,7.0,825.0,A1_FCC,0.9145135506506381,,1310.0
mpea-02b,C_measured,7.0,850.0,B2_BCC[ordered],0.07774779335571388,,1310.0
mpea-02b,C_measured,7.0,850.0,A1_FCC,0.9222522078551706,,1310.0
mpea-02b,C_measured,7.0,875.0,B2_BCC[ordered],0.0698933984879736,,1310.0
mpea-02b,C_measured,7.0,875.0,A1_FCC,0.9301066018016936,,1310.0
mpea-02b,C_measured,7.0,900.0,B2_BCC[ordered],0.06194981307363222,,1310.0
mpea-02b,C_measured,7.0,900.0,A1_FCC,0.9380501869928785,,1310.0
mpea-02b,C_measured,7.0,925.0,B2_BCC[ordered],0.05394748701775767,,1310.0
mpea-02b,C_measured,7.0,925.0,A1_FCC,0.9460525130114987,,1310.0
mpea-02b,C_measured,7.0,950.0,B2_BCC[ordered],0.045924199968020656,,1310.0
mpea-02b,C_measured,7.0,950.0,A1_FCC,0.9540758000293673,,1310.0
mpea-02b,C_measured,7.4,1000.0,A1_FCC,0.9591907840385946,,1300.0
mpea-02b,C_measured,7.4,1000.0,B2_BCC[ordered],0.04080921596937021,,1300.0
mpea-02b,C_measured,7.4,1010.0,A1_FCC,0.9620891569107433,,1300.0
mpea-02b,C_measured,7.4,1010.0,B2_BCC[ordered],0.03791084307474299,,1300.0
mpea-02b,C_measured,7.4,1020.0,B2_BCC[ordered],0.035081839924560494,,1300.0
mpea-02b,C_measured,7.4,1020.0,A1_FCC,0.9649181600630811,,1300.0
mpea-02b,C_measured,7.4,1030.0,A1_FCC,0.9676579820392072,,1300.0
mpea-02b,C_measured,7.4,1030.0,B2_BCC[ordered],0.03234201797719711,,1300.0
mpea-02b,C_measured,7.4,1040.0,A1_FCC,0.9702816369096308,,1300.0
mpea-02b,C_measured,7.4,1040.0,B2_BCC[ordered],0.029718363088056247,,1300.0
mpea-02b,C_measured,7.4,1050.0,B2_BCC[ordered],0.02724910126320309,,1300.0
mpea-02b,C_measured,7.4,1050.0,A1_FCC,0.9727508987069367,,1300.0
mpea-02b,C_measured,7.4,1060.0,B2_BCC[ordered],0.024991170687518494,,1300.0
mpea-02b,C_measured,7.4,1060.0,A1_FCC,0.9750088293193228,,1300.0
mpea-02b,C_measured,7.4,1070.0,B2_BCC[ordered],0.023035326541640574,,1300.0
mpea-02b,C_measured,7.4,1070.0,A1_FCC,0.9769646734711334,,1300.0
mpea-02b,C_measured,7.4,1080.0,B2_BCC[ordered],0.021541089248115333,,1300.0
mpea-02b,C_measured,7.4,1080.0,A1_FCC,0.9784589107416469,,1300.0
mpea-02b,C_measured,7.4,1090.0,B2_BCC[ordered],0.020836559948772048,,1300.0
mpea-02b,C_measured,7.4,1090.0,A1_FCC,0.9791634400895358,,1300.0
mpea-02b,C_measured,7.4,1100.0,B2_BCC[ordered],0.021843169370836208,,1300.0
mpea-02b,C_measured,7.4,1100.0,A1_FCC,0.9781568306464816,,1300.0
mpea-02b,C_measured,7.4,1110.0,B2_BCC[A2],0.09772261329996368,,1300.0
mpea-02b,C_measured,7.4,1110.0,A1_FCC,0.9022773867183731,,1300.0
mpea-02b,C_measured,7.4,1120.0,B2_BCC[A2],0.1565242879230334,,1300.0
mpea-02b,C_measured,7.4,1120.0,A1_FCC,0.843475712115067,,1300.0
mpea-02b,C_measured,7.4,1130.0,B2_BCC[A2],0.21606985625901476,,1300.0
mpea-02b,C_measured,7.4,1130.0,A1_FCC,0.783930143761425,,1300.0
mpea-02b,C_measured,7.4,1140.0,A1_FCC,0.7240064510286056,,1300.0
mpea-02b,C_measured,7.4,1140.0,B2_BCC[A2],0.275993549032094,,1300.0
mpea-02b,C_measured,7.4,1150.0,A1_FCC,0.6641740734798162,,1300.0
mpea-02b,C_measured,7.4,1150.0,B2_BCC[A2],0.335825926594387,,1300.0
mpea-02b,C_measured,7.4,1160.0,B2_BCC[A2],0.39499699633226965,,1300.0
mpea-02b,C_measured,7.4,1160.0,A1_FCC,0.6050030036193582,,1300.0
mpea-02b,C_measured,7.4,1170.0,B2_BCC[A2],0.45285722805054957,,1300.0
mpea-02b,C_measured,7.4,1170.0,A1_FCC,0.5471427719688038,,1300.0
mpea-02b,C_measured,7.4,1180.0,A1_FCC,0.4912789671500912,,1300.0
mpea-02b,C_measured,7.4,1180.0,B2_BCC[A2],0.5087210328541272,,1300.0
mpea-02b,C_measured,7.4,1190.0,B2_BCC[A2],0.5619310715422747,,1300.0
mpea-02b,C_measured,7.4,1190.0,A1_FCC,0.4380689284630536,,1300.0
mpea-02b,C_measured,7.4,1200.0,B2_BCC[A2],0.6119322255811375,,1300.0
mpea-02b,C_measured,7.4,1200.0,A1_FCC,0.38806777437717366,,1300.0
mpea-02b,C_measured,7.4,1210.0,B2_BCC[A2],0.6583360897344751,,1300.0
mpea-02b,C_measured,7.4,1210.0,A1_FCC,0.3416639102400912,,1300.0
mpea-02b,C_measured,7.4,1220.0,A1_FCC,0.2990431475639302,,1300.0
mpea-02b,C_measured,7.4,1220.0,B2_BCC[A2],0.7009568524149662,,1300.0
mpea-02b,C_measured,7.4,1230.0,A1_FCC,0.26019049211539524,,1300.0
mpea-02b,C_measured,7.4,1230.0,B2_BCC[A2],0.739809507890788,,1300.0
mpea-02b,C_measured,7.4,1240.0,A1_FCC,0.22492424913507789,,1300.0
mpea-02b,C_measured,7.4,1240.0,B2_BCC[A2],0.7750757508222265,,1300.0
mpea-02b,C_measured,7.4,1250.0,A1_FCC,0.19297174907608697,,1300.0
mpea-02b,C_measured,7.4,1250.0,B2_BCC[A2],0.807028250916671,,1300.0
mpea-02b,C_measured,7.4,1260.0,A1_FCC,1.0000000000072191,,1300.0
mpea-02b,C_measured,7.4,1270.0,A1_FCC,1.0000000000125047,,1300.0
mpea-02b,C_measured,7.4,1280.0,A1_FCC,1.0000000000166704,,1300.0
mpea-02b,C_measured,7.4,1290.0,A1_FCC,0.9999999999871909,,1300.0
mpea-02b,C_measured,7.4,1300.0,A1_FCC,0.9701059711268745,,1300.0
mpea-02b,C_measured,7.4,1300.0,LIQUID,0.029894028869462675,,1300.0
mpea-02b,C_measured,7.4,1310.0,A1_FCC,0.7540844799651628,,1300.0
mpea-02b,C_measured,7.4,1310.0,LIQUID,0.24591552004952053,,1300.0
mpea-02b,C_measured,7.4,1320.0,A1_FCC,0.519354001854539,,1300.0
mpea-02b,C_measured,7.4,1320.0,LIQUID,0.48064599809681485,,1300.0
mpea-02b,C_measured,7.4,1330.0,A1_FCC,0.26448637630855215,,1300.0
mpea-02b,C_measured,7.4,1330.0,LIQUID,0.7355136237630276,,1300.0
mpea-02b,C_measured,7.4,1340.0,LIQUID,0.9999999999478517,,1300.0
mpea-02b,C_measured,7.4,1350.0,LIQUID,1.0000000000412965,,1300.0
mpea-02b,C_measured,7.4,1360.0,LIQUID,1.0000000000156708,,1300.0
mpea-02b,C_measured,7.4,1370.0,LIQUID,0.9999999999942774,,1300.0
mpea-02b,C_measured,7.4,1380.0,LIQUID,0.9999999999382074,,1300.0
mpea-02b,C_measured,7.4,1390.0,LIQUID,0.9999999999377125,,1300.0
mpea-02b,C_measured,7.4,1400.0,LIQUID,0.999999999992641,,1300.0
mpea-02b,C_measured,7.4,400.0,A1_FCC,0.8045941441431158,,1300.0
mpea-02b,C_measured,7.4,400.0,B2_BCC[ordered],0.18413575310008018,,1300.0
