database,series,ni_at,T_C,label,fraction,alpha_solvus_C
mpea-02b,C_measured,5.4,1010.0,A1_FCC,1.0000000000012446,1340.0
mpea-02b,C_measured,5.4,1020.0,A1_FCC,1.000000000020168,1340.0
mpea-02b,C_measured,5.4,1030.0,A1_FCC,0.999999999978044,1340.0
mpea-02b,C_measured,5.4,1040.0,A1_FCC,0.9999999999853171,1340.0
mpea-02b,C_measured,5.4,1050.0,A1_FCC,0.9999999999909897,1340.0
mpea-02b,C_measured,5.4,1060.0,A1_FCC,0.9999999999956061,1340.0
mpea-02b,C_measured,5.4,1070.0,A1_FCC,0.999999999973256,1340.0
mpea-02b,C_measured,5.4,1080.0,A1_FCC,1.0000000000040115,1340.0
mpea-02b,C_measured,5.4,1090.0,A1_FCC,0.8863055265611509,1340.0
mpea-02b,C_measured,5.4,1090.0,B2_BCC[A2],0.11369447340510999,1340.0
mpea-02b,C_measured,5.4,1100.0,A1_FCC,0.8307038841074047,1340.0
mpea-02b,C_measured,5.4,1100.0,B2_BCC[A2],0.16929611587970175,1340.0
mpea-02b,C_measured,5.4,1110.0,A1_FCC,0.7746174589113745,1340.0
mpea-02b,C_measured,5.4,1110.0,B2_BCC[A2],0.22538254111994785,1340.0
mpea-02b,C_measured,5.4,1120.0,A1_FCC,0.7183852550667449,1340.0
mpea-02b,C_measured,5.4,1120.0,B2_BCC[A2],0.2816147449666222,1340.0
mpea-02b,C_measured,5.4,1130.0,A1_FCC,0.6624278895218356,1340.0
mpea-02b,C_measured,5.4,1130.0,B2_BCC[A2],0.33757211044584606,1340.0
mpea-02b,C_measured,5.4,1140.0,A1_FCC,0.6072402770594714,1340.0
mpea-02b,C_measured,5.4,1140.0,B2_BCC[A2],0.3927597229690798,1340.0
mpea-02b,C_measured,5.4,1150.0,A1_FCC,0.5533702310747721,1340.0
mpea-02b,C_measured,5.4,1150.0,B2_BCC[A2],0.4466297689537982,1340.0
mpea-02b,C_measured,5.4,1160.0,A1_FCC,0.5013811795300144,1340.0
mpea-02b,C_measured,5.4,1160.0,B2_BCC[A2],0.49861882050601436,1340.0
mpea-02b,C_measured,5.4,1170.0,A1_FCC,0.45180196808003026,1340.0
mpea-02b,C_measured,5.4,1170.0,B2_BCC[A2],0.5481980319505777,1340.0
mpea-02b,C_measured,5.4,1180.0,A1_FCC,0.40507276129245134,1340.0
mpea-02b,C_measured,5.4,1180.0,B2_BCC[A2],0.5949272386794549,1340.0
mpea-02b,C_measured,5.4,1190.0,A1_FCC,0.3615001243942174,1340.0
mpea-02b,C_measured,5.4,1190.0,B2_BCC[A2],0.6384998756136694,1340.0
mpea-02b,C_measured,5.4,1200.0,A1_FCC,0.3212331398177379,1340.0
mpea-02b,C_measured,5.4,1200.0,B2_BCC[A2],0.6787668601848867,1340.0
mpea-02b,C_measured,5.4,1210.0,A1_FCC,0.2842655314830688,1340.0
mpea-02b,C_measured,5.4,1210.0,B2_BCC[A2],0.7157344685764503,1340.0
mpea-02b,C_measured,5.4,1220.0,A1_FCC,0.2504599264276113,1340.0
mpea-02b,C_measured,5.4,1220.0,B2_BCC[A2],0.7495400735871499,1340.0
mpea-02b,C_measured,5.4,1230.0,A1_FCC,0.21958447204005951,1340.0
mpea-02b,C_measured,5.4,1230.0,B2_BCC[A2],0.7804155279731191,1340.0
mpea-02b,C_measured,5.4,1240.0,A1_FCC,0.1913512910308656,1340.0
mpea-02b,C_measured,5.4,1240.0,B2_BCC[A2],0.8086487089984769,1340.0
mpea-02b,C_measured,5.4,1250.0,A1_FCC,0.16547059450214463,1340.0
mpea-02b,C_measured,5.4,1250.0,B2_BCC[A2],0.834529405491249,1340.0
mpea-02b,C_measured,5.4,1260.0,A1_FCC,0.14159039583811628,1340.0
mpea-02b,C_measured,5.4,1260.0,B2_BCC[A2],0.8584096041327519,1340.0
mpea-02b,C_measured,5.4,1270.0,A1_FCC,0.11944412109061116,1340.0
mpea-02b,C_measured,5.4,1270.0,B2_BCC[A2],0.8805558789185866,1340.0
mpea-02b,C_measured,5.4,1280.0,A1_FCC,0.09876460850174817,1340.0
mpea-02b,C_measured,5.4,1280.0,B2_BCC[A2],0.9012353914934946,1340.0
mpea-02b,C_measured,5.4,1290.0,A1_FCC,0.07931110925518112,1340.0
mpea-02b,C_measured,5.4,1290.0,B2_BCC[A2],0.9206888907405774,1340.0
mpea-02b,C_measured,5.4,1300.0,A1_FCC,0.06086970441478431,1340.0
mpea-02b,C_measured,5.4,1300.0,B2_BCC[A2],0.9391302955848473,1340.0
mpea-02b,C_measured,5.4,1310.0,A1_FCC,0.04325174788250083,1340.0
mpea-02b,C_measured,5.4,1310.0,B2_BCC[A2],0.9567482521259718,1340.0
mpea-02b,C_measured,5.4,1320.0,A1_FCC,0.026291326820122314,1340.0
mpea-02b,C_measured,5.4,1320.0,B2_BCC[A2],0.9737086731707687,1340.0
mpea-02b,C_measured,5.4,1330.0,A1_FCC,0.009842358464012872,1340.0
mpea-02b,C_measured,5.4,1330.0,B2_BCC[A2],0.9901576415613752,1340.0
mpea-02b,C_measured,5.4,1340.0,B2_BCC[A2],0.9999999999983507,1340.0
mpea-02b,C_measured,5.4,1350.0,B2_BCC[A2],0.9999999999678166,1340.0
mpea-02b,C_measured,5.4,1360.0,B2_BCC[A2],1.0000000000039289,1340.0
mpea-02b,C_measured,5.4,1370.0,B2_BCC[A2],0.9999999999945138,1340.0
mpea-02b,C_measured,5.4,1380.0,B2_BCC[A2],1.0000000000246685,1340.0
mpea-02b,C_measured,5.4,1390.0,B2_BCC[A2],0.9999999999882205,1340.0
mpea-02b,C_measured,5.4,1400.0,B2_BCC[A2],1.000000000003609,1340.0
mpea-02b,C_measured,5.4,400.0,A1_FCC,0.6322598398919203,1340.0
mpea-02b,C_measured,5.4,400.0,B2_BCC[A2],0.06468362465828777,1340.0
mpea-02b,C_measured,5.4,400.0,B2_BCC[ordered],0.13879837323449545,1340.0
mpea-02b,C_measured,5.4,400.0,CUB_A13,0.15154179821020003,1340.0
mpea-02b,C_measured,5.4,400.0,M23C6_D84,0.012716376298323371,1340.0
mpea-02b,C_measured,5.4,425.0,A1_FCC,0.8606769467279387,1340.0
mpea-02b,C_measured,5.4,425.0,B2_BCC[ordered],0.13700515232302513,1340.0
mpea-02b,C_measured,5.4,425.0,M23C6_D84,0.0023179133403158684,1340.0
mpea-02b,C_measured,5.4,450.0,A1_FCC,0.8656225699790487,1340.0
mpea-02b,C_measured,5.4,450.0,B2_BCC[ordered],0.1343774300046821,1340.0
mpea-02b,C_measured,5.4,475.0,A1_FCC,0.8686094458696262,1340.0
mpea-02b,C_measured,5.4,475.0,B2_BCC[ordered],0.13139055413075568,1340.0
mpea-02b,C_measured,5.4,500.0,A1_FCC,0.8720531662525992,1340.0
mpea-02b,C_measured,5.4,500.0,B2_BCC[ordered],0.1279468337440212,1340.0
mpea-02b,C_measured,5.4,525.0,A1_FCC,0.8759522795943792,1340.0
mpea-02b,C_measured,5.4,525.0,B2_BCC[ordered],0.12404772040038928,1340.0
mpea-02b,C_measured,5.4,550.0,A1_FCC,0.8803002120185912,1340.0
mpea-02b,C_measured,5.4,550.0,B2_BCC[ordered],0.11969978798427226,1340.0
mpea-02b,C_measured,5.4,575.0,A1_FCC,0.8850859663181434,1340.0
mpea-02b,C_measured,5.4,575.0,B2_BCC[ordered],0.11491403367246128,1340.0
mpea-02b,C_measured,5.4,600.0,A1_FCC,0.8902949675689436,1340.0
mpea-02b,C_measured,5.4,600.0,B2_BCC[ordered],0.10970503240328836,1340.0
mpea-02b,C_measured,5.4,625.0,A1_FCC,0.8959099971799973,1340.0
mpea-02b,C_measured,5.4,625.0,B2_BCC[ordered],0.10409000283644632,1340.0
mpea-02b,C_measured,5.4,650.0,A1_FCC,0.9019121563120205,1340.0
mpea-02b,C_measured,5.4,650.0,B2_BCC[ordered],0.09808784370971131,1340.0
mpea-02b,C_measured,5.4,675.0,A1_FCC,0.9082818077024467,1340.0
mpea-02b,C_measured,5.4,675.0,B2_BCC[ordered],0.09171819234072014,1340.0
mpea-02b,C_measured,5.4,700.0,A1_FCC,0.9149994589975449,1340.0
mpea-02b,C_measured,5.4,700.0,B2_BCC[ordered],0.08500054099781754,1340.0
mpea-02b,C_measured,5.4,725.0,A1_FCC,0.9220465713426554,1340.0
mpea-02b,C_measured,5.4,725.0,B2_BCC[ordered],0.07795342865486599,1340.0
mpea-02b,C_measured,5.4,750.0,A1_FCC,0.9294062983293331,1340.0
mpea-02b,C_measured,5.4,750.0,B2_BCC[ordered],0.07059370168973211,1340.0
mpea-02b,C_measured,5.4,775.0,A1_FCC,0.9370641862662119,1340.0
mpea-02b,C_measured,5.4,775.0,B2_BCC[ordered],0.06293581377040933,1340.0
mpea-02b,C_measured,5.4,800.0,A1_FCC,0.9450088966495876,1340.0
mpea-02b,C_measured,5.4,800.0,B2_BCC[ordered],0.054991103346049404,1340.0
mpea-02b,C_measured,5.4,825.0,A1_FCC,0.9532330553995793,1340.0
mpea-02b,C_measured,5.4,825.0,B2_BCC[ordered],0.04676694517378837,1340.0
mpea-02b,C_measured,5.4,850.0,A1_FCC,0.961734402572648,1340.0
mpea-02b,C_measured,5.4,850.0,B2_BCC[ordered],0.0382655975437913,1340.0
mpea-02b,C_measured,5.4,875.0,A1_FCC,0.9705175648899197,1340.0
mpea-02b,C_measured,5.4,875.0,B2_BCC[ordered],0.02948243515290322,1340.0
mpea-02b,C_measured,5.4,900.0,A1_FCC,0.9795970606650841,1340.0
mpea-02b,C_measured,5.4,900.0,B2_BCC[ordered],0.020402939353167702,1340.0
mpea-02b,C_measured,5.4,925.0,A1_FCC,0.9890028827213145,1340.0
mpea-02b,C_measured,5.4,925.0,B2_BCC[ordered],0.010997117273538118,1340.0
mpea-02b,C_measured,5.4,950.0,A1_FCC,0.9987919361622977,1340.0
mpea-02b,C_measured,5.4,950.0,B2_BCC[ordered],0.0012080638597956794,1340.0
mpea-02b,C_measured,5.8,1000.0,A1_FCC,0.9999999999963997,1340.0
mpea-02b,C_measured,5.8,1010.0,A1_FCC,0.9999999999979993,1340.0
mpea-02b,C_measured,5.8,1020.0,A1_FCC,0.9999999999911772,1340.0
mpea-02b,C_measured,5.8,1030.0,A1_FCC,1.0000000000030553,1340.0
mpea-02b,C_measured,5.8,1040.0,A1_FCC,0.9999999999997408,1340.0
mpea-02b,C_measured,5.8,1050.0,A1_FCC,0.999999999999885,1340.0
mpea-02b,C_measured,5.8,1060.0,A1_FCC,1.000000000011678,1340.0
mpea-02b,C_measured,5.8,1070.0,A1_FCC,0.9999999999969118,1340.0
mpea-02b,C_measured,5.8,1080.0,A1_FCC,0.9681518705733059,1340.0
mpea-02b,C_measured,5.8,1080.0,B2_BCC[A2],0.03184812943113733,1340.0
mpea-02b,C_measured,5.8,1090.0,A1_FCC,0.9130288559912219,1340.0
mpea-02b,C_measured,5.8,1090.0,B2_BCC[A2],0.08697114401302755,1340.0
mpea-02b,C_measured,5.8,1100.0,A1_FCC,0.857022319278613,1340.0
mpea-02b,C_measured,5.8,1100.0,B2_BCC[A2],0.14297768072755382,1340.0
mpea-02b,C_measured,5.8,1110.0,A1_FCC,0.800363608128191,1340.0
mpea-02b,C_measured,5.8,1110.0,B2_BCC[A2],0.19963639189797944,1340.0
mpea-02b,C_measured,5.8,1120.0,A1_FCC,0.7433629752945464,1340.0
mpea-02b,C_measured,5.8,1120.0,B2_BCC[A2],0.25663702469152616,1340.0
mpea-02b,C_measured,5.8,1130.0,A1_FCC,0.6864162006740053,1340.0
mpea-02b,C_measured,5.8,1130.0,B2_BCC[A2],0.3135837993310157,1340.0
mpea-02b,C_measured,5.8,1140.0,A1_FCC,0.630002826621103,1340.0
mpea-02b,C_measured,5.8,1140.0,B2_BCC[A2],0.3699971733614637,1340.0
mpea-02b,C_measured,5.8,1150.0,A1_FCC,0.5746712547431185,1340.0
mpea-02b,C_measured,5.8,1150.0,B2_BCC[A2],0.42532874523453734,1340.0
mpea-02b,C_measured,5.8,1160.0,A1_FCC,0.5210071591654173,1340.0
mpea-02b,C_measured,5.8,1160.0,B2_BCC[A2],0.4789928415953476,1340.0
mpea-02b,C_measured,5.8,1170.0,A1_FCC,0.4695856008486881,1340.0
mpea-02b,C_measured,5.8,1170.0,B2_BCC[A2],0.5304143998820262,1340.0
mpea-02b,C_measured,5.8,1180.0,A1_FCC,0.42091358031200193,1340.0
mpea-02b,C_measured,5.8,1180.0,B2_BCC[A2],0.5790864204899386,1340.0
mpea-02b,C_measured,5.8,1190.0,B2_BCC[A2],0.624624184306628,1340.0
mpea-02b,C_measured,5.8,1190.0,A1_FCC,0.3753758157167986,1340.0
mpea-02b,C_measured,5.8,1200.0,A1_FCC,0.3331982023473275,1340.0
mpea-02b,C_measured,5.8,1200.0,B2_BCC[A2],0.6668017976912469,1340.0
mpea-02b,C_measured,5.8,1210.0,A1_FCC,0.2944382895841606,1340.0
mpea-02b,C_measured,5.8,1210.0,B2_BCC[A2],0.7055617104391029,1340.0
mpea-02b,C_measured,5.8,1220.0,A1_FCC,0.2590025649588158,1340.0
mpea-02b,C_measured,5.8,1220.0,B2_BCC[A2],0.7409974350239495,1340.0
mpea-02b,C_measured,5.8,1230.0,A1_FCC,0.2266818433250799,1340.0
mpea-02b,C_measured,5.8,1230.0,B2_BCC[A2],0.7733181566638074,1340.0
mpea-02b,C_measured,5.8,1240.0,A1_FCC,0.19719288324751735,1340.0
mpea-02b,C_measured,5.8,1240.0,B2_BCC[A2],0.8028071167272087,1340.0
mpea-02b,C_measured,5.8,1250.0,B2_BCC[A2],0.8297617344985954,1340.0
mpea-02b,C_measured,5.8,1250.0,A1_FCC,0.17023826549095405,1340.0
mpea-02b,C_measured,5.8,1260.0,A1_FCC,0.14544899554142549,1340.0
mpea-02b,C_measured,5.8,1260.0,B2_BCC[A2],0.8545510044401772,1340.0
mpea-02b,C_measured,5.8,1270.0,B2_BCC[A2],0.8774600050364553,1340.0
mpea-02b,C_measured,5.8,1270.0,A1_FCC,0.12253999497180898,1340.0
mpea-02b,C_measured,5.8,1280.0,A1_FCC,0.10122425654161667,1340.0
mpea-02b,C_measured,5.8,1280.0,B2_BCC[A2],0.8987757434231293,1340.0
mpea-02b,C_measured,5.8,1290.0,A1_FCC,0.08124224635282072,1340.0
mpea-02b,C_measured,5.8,1290.0,B2_BCC[A2],0.9187577536701823,1340.0
mpea-02b,C_measured,5.8,1300.0,A1_FCC,0.062363181879553156,1340.0
mpea-02b,C_measured,5.8,1300.0,B2_BCC[A2],0.937636818121543,1340.0
mpea-02b,C_measured,5.8,1310.0,A1_FCC,0.04438377797034855,1340.0
mpea-02b,C_measured,5.8,1310.0,B2_BCC[A2],0.9556162220341499,1340.0
mpea-02b,C_measured,5.8,1320.0,A1_FCC,0.02712568570643442,1340.0
mpea-02b,C_measured,5.8,1320.0,B2_BCC[A2],0.9728743142828166,1340.0
mpea-02b,C_measured,5.8,1330.0,B2_BCC[A2],0.9895675957193136,1340.0
mpea-02b,C_measured,5.8,1330.0,A1_FCC,0.010432404271229006,1340.0
mpea-02b,C_measured,5.8,1340.0,B2_BCC[A2],1.0000000000208058,1340.0
mpea-02b,C_measured,5.8,1350.0,B2_BCC[A2],0.9999999999921267,1340.0
mpea-02b,C_measured,5.8,1360.0,B2_BCC[A2],0.9999999999944345,1340.0
mpea-02b,C_measured,5.8,1370.0,B2_BCC[A2],0.9999999999753133,1340.0
mpea-02b,C_measured,5.8,1380.0,B2_BCC[A2],0.9999999999865198,1340.0
mpea-02b,C_measured,5.8,1390.0,B2_BCC[A2],1.0000000000054134,1340.0
mpea-02b,C_measured,5.8,1400.0,B2_BCC[A2],0.999999999991766,1340.0
mpea-02b,C_measured,5.8,400.0,B2_BCC[A2],0.03768934611664485,1340.0
mpea-02b,C_measured,5.8,400.0,A1_FCC,0.7232778324177076,1340.0
mpea-02b,C_measured,5.8,400.0,B2_BCC[ordered],0.14829998650793008,1340.0
mpea-02b,C_measured,5.8,400.0,CUB_A13,0.0793576766549009,1340.0
mpea-02b,C_measured,5.8,400.0,M23C6_D84,0.011375169722824185,1340.0
mpea-02b,C_measured,5.8,425.0,A1_FCC,0.8504785457525429,1340.0
mpea-02b,C_measured,5.8,425.0,B2_BCC[ordered],0.14629177687220368,1340.0
mpea-02b,C_measured,5.8,425.0,M23C6_D84,0.003229689631235766,1340.0
mpea-02b,C_measured,5.8,450.0,A1_FCC,0.8563633852992074,1340.0
mpea-02b,C_measured,5.8,450.0,B2_BCC[ordered],0.14363661471367095,1340.0
mpea-02b,C_measured,5.8,475.0,A1_FCC,0.8593402058883551,1340.0
mpea-02b,C_measured,5.8,475.0,B2_BCC[ordered],0.1406597941306586,1340.0
mpea-02b,C_measured,5.8,500.0,A1_FCC,0.8627755530791197,1340.0
mpea-02b,C_measured,5.8,500.0,B2_BCC[ordered],0.13722444692033886,1340.0
mpea-02b,C_measured,5.8,525.0,A1_FCC,0.8666664489716279,1340.0
mpea-02b,C_measured,5.8,525.0,B2_BCC[ordered],0.13333355104993996,1340.0
mpea-02b,C_measured,5.8,550.0,A1_FCC,0.8710045796948498,1340.0
mpea-02b,C_measured,5.8,550.0,B2_BCC[ordered],0.12899542030241792,1340.0
mpea-02b,C_measured,5.8,575.0,A1_FCC,0.8757770308941573,1340.0
mpea-02b,C_measured,5.8,575.0,B2_BCC[ordered],0.12422296909919087,1340.0
mpea-02b,C_measured,5.8,600.0,A1_FCC,0.8809671685633722,1340.0
mpea-02b,C_measured,5.8,600.0,B2_BCC[ordered],0.11903283141496761,1340.0
mpea-02b,C_measured,5.8,625.0,A1_FCC,0.8865556000490012,1340.0
mpea-02b,C_measured,5.8,625.0,B2_BCC[ordered],0.1134443999619582,1340.0
mpea-02b,C_measured,5.8,650.0,A1_FCC,0.8925211483998436,1340.0
mpea-02b,C_measured,5.8,650.0,B2_BCC[ordered],0.10747885160944802,1340.0
mpea-02b,C_measured,5.8,675.0,A1_FCC,0.898841782610629,1340.0
mpea-02b,C_measured,5.8,675.0,B2_BCC[ordered],0.10115821739882294,1340.0
mpea-02b,C_measured,5.8,700.0,A1_FCC,0.9054954601583901,1340.0
mpea-02b,C_measured,5.8,700.0,B2_BCC[ordered],0.0945045398441895,1340.0
mpea-02b,C_measured,5.8,725.0,A1_FCC,0.9124608589158145,1340.0
mpea-02b,C_measured,5.8,725.0,B2_BCC[ordered],0.08753914107861326,1340.0
mpea-02b,C_measured,5.8,750.0,A1_FCC,0.9197179932113946,1340.0
mpea-02b,C_measured,5.8,750.0,B2_BCC[ordered],0.0802820067885679,1340.0
mpea-02b,C_measured,5.8,775.0,B2_BCC[ordered],0.07275126989355057,1340.0
mpea-02b,C_measured,5.8,775.0,A1_FCC,0.9272487301011665,1340.0
mpea-02b,C_measured,5.8,800.0,A1_FCC,0.9350372385665824,1340.0
mpea-02b,C_measured,5.8,800.0,B2_BCC[ordered],0.06496276144551186,1340.0
mpea-02b,C_measured,5.8,825.0,A1_FCC,0.9430704276168943,1340.0
mpea-02b,C_measured,5.8,825.0,B2_BCC[ordered],0.05692957342307978,1340.0
mpea-02b,C_measured,5.8,850.0,A1_FCC,0.9513384548478978,1340.0
mpea-02b,C_measured,5.8,850.0,B2_BCC[ordered],0.04866154539836869,1340.0
mpea-02b,C_measured,5.8,875.0,A1_FCC,0.9598354553319739,1340.0
mpea-02b,C_measured,5.8,875.0,B2_BCC[ordered],0.040164544722884964,1340.0
mpea-02b,C_measured,5.8,900.0,A1_FCC,0.9685607283025552,1340.0
mpea-02b,C_measured,5.8,900.0,B2_BCC[ordered],0.03143927170129457,1340.0
mpea-02b,C_measured,5.8,925.0,A1_FCC,0.9775209134570086,1340.0
mpea-02b,C_measured,5.8,925.0,B2_BCC[ordered],0.022479086553861327,1340.0
mpea-02b,C_measured,5.8,950.0,A1_FCC,0.9867343475285387,1340.0
mpea-02b,C_measured,5.8,950.0,B2_BCC[ordered],0.013265652495915253,1340.0
mpea-02b,C_measured,6.2,1000.0,B2_BCC[ordered],0.006723570057774182,1340.0
mpea-02b,C_measured,6.2,1000.0,A1_FCC,0.9932764299660002,1340.0
mpea-02b,C_measured,6.2,1010.0,A1_FCC,0.9969433886614509,1340.0
mpea-02b,C_measured,6.2,1010.0,B2_BCC[ordered],0.0030566113662843252,1340.0
mpea-02b,C_measured,6.2,1020.0,A1_FCC,0.9999999999981406,1340.0
mpea-02b,C_measured,6.2,1030.0,A1_FCC,1.0000000000208318,1340.0
mpea-02b,C_measured,6.2,1040.0,A1_FCC,0.9999999999812105,1340.0
mpea-02b,C_measured,6.2,1050.0,A1_FCC,1.0000000000009488,1340.0
mpea-02b,C_measured,6.2,1060.0,A1_FCC,1.0000000000102987,1340.0
mpea-02b,C_measured,6.2,1070.0,A1_FCC,1.0000000000135878,1340.0
mpea-02b,C_measured,6.2,1080.0,A1_FCC,0.9947501923608595,1340.0
mpea-02b,C_measured,6.2,1080.0,B2_BCC[A2],0.005249807656975423,1340.0
mpea-02b,C_measured,6.2,1090.0,A1_FCC,0.9394629221077332,1340.0
mpea-02b,C_measured,6.2,1090.0,B2_BCC[A2],0.060537077849526784,1340.0
mpea-02b,C_measured,6.2,1100.0,A1_FCC,0.8831650090343423,1340.0
mpea-02b,C_measured,6.2,1100.0,B2_BCC[A2],0.11683499095995942,1340.0
mpea-02b,C_measured,6.2,1110.0,A1_FCC,0.8260590571443424,1340.0
mpea-02b,C_measured,6.2,1110.0,B2_BCC[A2],0.17394094289736972,1340.0
mpea-02b,C_measured,6.2,1120.0,A1_FCC,0.7684250201237376,1340.0
mpea-02b,C_measured,6.2,1120.0,B2_BCC[A2],0.23157498061600784,1340.0
mpea-02b,C_measured,6.2,1130.0,A1_FCC,0.7106300230267512,1340.0
mpea-02b,C_measured,6.2,1130.0,B2_BCC[A2],0.2893699771750393,1340.0
mpea-02b,C_measured,6.2,1140.0,A1_FCC,0.6531316121753328,1340.0
mpea-02b,C_measured,6.2,1140.0,B2_BCC[A2],0.3468683879010517,1340.0
mpea-02b,C_measured,6.2,1150.0,A1_FCC,0.5964694001604327,1340.0
mpea-02b,C_measured,6.2,1150.0,B2_BCC[A2],0.40353059985642176,1340.0
mpea-02b,C_measured,6.2,1160.0,A1_FCC,0.5412402788028725,1340.0
mpea-02b,C_measured,6.2,1160.0,B2_BCC[A2],0.4587597212231668,1340.0
mpea-02b,C_measured,6.2,1170.0,A1_FCC,0.48805513726677585,1340.0
mpea-02b,C_measured,6.2,1170.0,B2_BCC[A2],0.5119448627447929,1340.0
mpea-02b,C_measured,6.2,1180.0,A1_FCC,0.43748095351405386,1340.0
mpea-02b,C_measured,6.2,1180.0,B2_BCC[A2],0.5625190464847017,1340.0
mpea-02b,C_measured,6.2,1190.0,B2_BCC[A2],0.6100205069112282,1340.0
mpea-02b,C_measured,6.2,1190.0,A1_FCC,0.3899794931675764,1340.0
mpea-02b,C_measured,6.2,1200.0,B2_BCC[A2],0.6541415671888813,1340.0
mpea-02b,C_measured,6.2,1200.0,A1_FCC,0.34585843296269847,1340.0
mpea-02b,C_measured,6.2,1210.0,B2_BCC[A2],0.6947515762887173,1340.0
mpea-02b,C_measured,6.2,1210.0,A1_FCC,0.30524842396715685,1340.0
mpea-02b,C_measured,6.2,1220.0,B2_BCC[A2],0.7318894717945609,1340.0
mpea-02b,C_measured,6.2,1220.0,A1_FCC,0.26811052868061136,1340.0
mpea-02b,C_measured,6.2,1230.0,A1_FCC,0.23426782153562992,1340.0
mpea-02b,C_measured,6.2,1230.0,B2_BCC[A2],0.7657321793486671,1340.0
mpea-02b,C_measured,6.2,1240.0,A1_FCC,0.20344875312348534,1340.0
mpea-02b,C_measured,6.2,1240.0,B2_BCC[A2],0.7965512468756059,1340.0
mpea-02b,C_measured,6.2,1250.0,A1_FCC,0.17535258743453544,1340.0
mpea-02b,C_measured,6.2,1250.0,B2_BCC[A2],0.8246474125696223,1340.0
mpea-02b,C_measured,6.2,1260.0,A1_FCC,0.14959522356242363,1340.0
mpea-02b,C_measured,6.2,1260.0,B2_BCC[A2],0.8504047764415231,1340.0
mpea-02b,C_measured,6.2,1270.0,A1_FCC,0.12587351051460638,1340.0
mpea-02b,C_measured,6.2,1270.0,B2_BCC[A2],0.8741264894915678,1340.0
mpea-02b,C_measured,6.2,1280.0,A1_FCC,0.1038800564629865,1340.0
mpea-02b,C_measured,6.2,1280.0,B2_BCC[A2],0.8961199435317864,1340.0
mpea-02b,C_measured,6.2,1290.0,A1_FCC,0.08333555556774731,1340.0
mpea-02b,C_measured,6.2,1290.0,B2_BCC[A2],0.9166644444408586,1340.0
mpea-02b,C_measured,6.2,1300.0,B2_BCC[A2],0.9360087624940726,1340.0
mpea-02b,C_measured,6.2,1300.0,A1_FCC,0.06399123750899796,1340.0
mpea-02b,C_measured,6.2,1310.0,B2_BCC[A2],0.9543719125108269,1340.0
mpea-02b,C_measured,6.2,1310.0,A1_FCC,0.04562808749193334,1340.0
mpea-02b,C_measured,6.2,1320.0,A1_FCC,0.028054345897654466,1340.0
mpea-02b,C_measured,6.2,1320.0,B2_BCC[A2],0.9719456541019512,1340.0
mpea-02b,C_measured,6.2,1330.0,B2_BCC[A2],0.9888977375327772,1340.0
mpea-02b,C_measured,6.2,1330.0,A1_FCC,0.01110226246469494,1340.0
mpea-02b,C_measured,6.2,1340.0,B2_BCC[A2],0.9999999999871788,1340.0
mpea-02b,C_measured,6.2,1350.0,B2_BCC[A2],0.9999999999964719,1340.0
mpea-02b,C_measured,6.2,1360.0,B2_BCC[A2],1.0000000000048361,1340.0
mpea-02b,C_measured,6.2,1370.0,B2_BCC[A2],0.9999999999811576,1340.0
mpea-02b,C_measured,6.2,1380.0,B2_BCC[A2],0.9999999999935505,1340.0
mpea-02b,C_measured,6.2,1390.0,B2_BCC[A2],0.9999999999779788,1340.0
mpea-02b,C_measured,6.2,1400.0,B2_BCC[A2],1.0000000000032798,1340.0
mpea-02b,C_measured,6.2,400.0,B2_BCC[A2],0.00834873537337459,1340.0
mpea-02b,C_measured,6.2,400.0,A1_FCC,0.8239448321466145,1340.0
mpea-02b,C_measured,6.2,400.0,B2_BCC[ordered],0.1578552907662715,1340.0
mpea-02b,C_measured,6.2,400.0,M23C6_D84,0.009851143712140546,1340.0
mpea-02b,C_measured,6.2,425.0,A1_FCC,0.8405010734672664,1340.0
mpea-02b,C_measured,6.2,425.0,B2_BCC[ordered],0.15541000115564357,1340.0
mpea-02b,C_measured,6.2,425.0,M23C6_D84,0.004088936957758236,1340.0
mpea-02b,C_measured,6.2,450.0,A1_FCC,0.8472766707510301,1340.0
mpea-02b,C_measured,6.2,450.0,B2_BCC[ordered],0.15272332925249008,1340.0
mpea-02b,C_measured,6.2,475.0,B2_BCC[ordered],0.14975124018670638,1340.0
mpea-02b,C_measured,6.2,475.0,A1_FCC,0.8502487598032488,1340.0
mpea-02b,C_measured,6.2,500.0,A1_FCC,0.8536814999026066,1340.0
mpea-02b,C_measured,6.2,500.0,B2_BCC[ordered],0.14631850010072778,1340.0
mpea-02b,C_measured,6.2,525.0,A1_FCC,0.8575703953541498,1340.0
mpea-02b,C_measured,6.2,525.0,B2_BCC[ordered],0.14242960464808224,1340.0
mpea-02b,C_measured,6.2,550.0,A1_FCC,0.8619054113619605,1340.0
mpea-02b,C_measured,6.2,550.0,B2_BCC[ordered],0.1380945886563935,1340.0
mpea-02b,C_measured,6.2,575.0,A1_FCC,0.8666717530794552,1340.0
mpea-02b,C_measured,6.2,575.0,B2_BCC[ordered],0.13332824690814193,1340.0
mpea-02b,C_measured,6.2,600.0,A1_FCC,0.871850789943656,1340.0
mpea-02b,C_measured,6.2,600.0,B2_BCC[ordered],0.12814921005418803,1340.0
mpea-02b,C_measured,6.2,625.0,A1_FCC,0.8774210516185265,1340.0
